ground_truth_id,source_entity_id,target_entity_id,relationship_type,expected_relationship,case_id,evidence_reference
GT-0264,PERSON-0345,PERSON-0484,CONTACTED,1,CASE-0759,Synthetic telecommunication record: PERSON-0345 Sunil Singh contacted PERSON-0484 Pradeep Roy via WHATSAPP in relation to CASE-0759.
GT-0265,PERSON-0039,PERSON-0251,CONTACTED,1,CASE-0258,Synthetic telecommunication record: PERSON-0039 Dinesh Goyal contacted PERSON-0251 Shobha Chatterjee via PHONE_CALL in relation to CASE-0258.
GT-0266,PERSON-0310,PERSON-0285,CONTACTED,1,CASE-0088,Synthetic telecommunication record: PERSON-0310 Pankaj Garg contacted PERSON-0285 Archana Hussain via ENCRYPTED_CALL in relation to CASE-0088.
GT-0267,PERSON-0391,PERSON-0952,CONTACTED,1,CASE-0624,Synthetic telecommunication record: PERSON-0391 Manish Mukherjee contacted PERSON-0952 Abhishek Mishra via PHONE_CALL in relation to CASE-0624.
GT-0268,PERSON-0741,PERSON-0626,CONTACTED,1,CASE-0304,Synthetic telecommunication record: PERSON-0741 Sangeeta Sen contacted PERSON-0626 Shobha Kaur via WHATSAPP in relation to CASE-0304.
GT-0269,PERSON-0056,PERSON-0843,CONTACTED,1,CASE-1161,Synthetic telecommunication record: PERSON-0056 Pawan Bhattacharya contacted PERSON-0843 Suresh Ghosh via PHONE_CALL in relation to CASE-1161.
GT-0270,PERSON-0919,PERSON-0755,CONTACTED,1,CASE-0290,Synthetic telecommunication record: PERSON-0919 Manju Kumar contacted PERSON-0755 Amit Ahmed via SMS in relation to CASE-0290.
GT-0271,PERSON-0140,PERSON-0798,CONTACTED,1,CASE-0219,Synthetic telecommunication record: PERSON-0140 Alok Shukla contacted PERSON-0798 Devendra Mittal via PHONE_CALL in relation to CASE-0219.
GT-0272,PERSON-0752,PERSON-0885,CONTACTED,1,CASE-0418,Synthetic telecommunication record: PERSON-0752 Neetu Chakraborty contacted PERSON-0885 Devendra Qureshi via ENCRYPTED_CALL in relation to CASE-0418.
GT-0273,PERSON-0880,PERSON-0403,CONTACTED,1,CASE-0683,Synthetic telecommunication record: PERSON-0880 Ramesh Mishra contacted PERSON-0403 Sushma Joshi via SMS in relation to CASE-0683.
GT-0274,PERSON-0724,PERSON-0610,CONTACTED,1,CASE-1083,Synthetic telecommunication record: PERSON-0724 Vikram Mishra contacted PERSON-0610 Satish Tiwari via ENCRYPTED_CALL in relation to CASE-1083.
GT-0275,PERSON-0339,PERSON-0597,CONTACTED,1,CASE-0390,Synthetic telecommunication record: PERSON-0339 Sanjay Bansal contacted PERSON-0597 Pooja Das via SMS in relation to CASE-0390.
GT-0276,PERSON-0987,PERSON-0003,CONTACTED,1,CASE-0966,Synthetic telecommunication record: PERSON-0987 Rohit Mehta contacted PERSON-0003 Vijay Banerjee via ENCRYPTED_CALL in relation to CASE-0966.
GT-0277,PERSON-0945,PERSON-0588,CONTACTED,1,CASE-0162,Synthetic telecommunication record: PERSON-0945 Geeta Tiwari contacted PERSON-0588 Arjun Pandey via WHATSAPP in relation to CASE-0162.
GT-0278,PERSON-0268,PERSON-0723,CONTACTED,1,CASE-0141,Synthetic telecommunication record: PERSON-0268 Reena Mittal contacted PERSON-0723 Pawan Patel via SMS in relation to CASE-0141.
GT-0279,PERSON-0306,PERSON-0194,CONTACTED,1,CASE-1132,Synthetic telecommunication record: PERSON-0306 Harish Tiwari contacted PERSON-0194 Devendra Garg via SMS in relation to CASE-1132.
GT-0280,PERSON-0407,PERSON-0398,CONTACTED,1,CASE-0671,Synthetic telecommunication record: PERSON-0407 Abhishek Roy contacted PERSON-0398 Vikram Chakraborty via WHATSAPP in relation to CASE-0671.
GT-0281,PERSON-0075,PERSON-0229,CONTACTED,1,CASE-0174,Synthetic telecommunication record: PERSON-0075 Amit Chatterjee contacted PERSON-0229 Dharmendra Pandey via SMS in relation to CASE-0174.
GT-0282,PERSON-0907,PERSON-0210,CONTACTED,1,CASE-0099,Synthetic telecommunication record: PERSON-0907 Manju Shukla contacted PERSON-0210 Asha Qureshi via SMS in relation to CASE-0099.
GT-0283,PERSON-0196,PERSON-0849,CONTACTED,1,CASE-0376,Synthetic telecommunication record: PERSON-0196 Devendra Jain contacted PERSON-0849 Archana Sen via ENCRYPTED_CALL in relation to CASE-0376.
GT-0284,PERSON-0879,PERSON-0255,CONTACTED,1,CASE-0069,Synthetic telecommunication record: PERSON-0879 Vikram Mehta contacted PERSON-0255 Sunita Roy via WHATSAPP in relation to CASE-0069.
GT-0285,PERSON-0469,PERSON-0300,CONTACTED,1,CASE-0635,Synthetic telecommunication record: PERSON-0469 Hemant Jain contacted PERSON-0300 Ramesh Ghosh via WHATSAPP in relation to CASE-0635.
GT-0286,PERSON-0417,PERSON-0213,CONTACTED,1,CASE-0543,Synthetic telecommunication record: PERSON-0417 Pawan Hussain contacted PERSON-0213 Vijay Joshi via PHONE_CALL in relation to CASE-0543.
GT-0287,PERSON-0309,PERSON-0238,CONTACTED,1,CASE-0039,Synthetic telecommunication record: PERSON-0309 Rekha Kumar contacted PERSON-0238 Rekha Gupta via ENCRYPTED_CALL in relation to CASE-0039.
GT-0288,PERSON-0426,PERSON-0517,CONTACTED,1,CASE-1187,Synthetic telecommunication record: PERSON-0426 Suresh Siddiqui contacted PERSON-0517 Sachin Gupta via ENCRYPTED_CALL in relation to CASE-1187.
GT-0289,PERSON-0852,PERSON-0029,CONTACTED,1,CASE-1107,Synthetic telecommunication record: PERSON-0852 Rohit Bansal contacted PERSON-0029 Reena Shukla via PHONE_CALL in relation to CASE-1107.
GT-0290,PERSON-0811,PERSON-0924,CONTACTED,1,CASE-1131,Synthetic telecommunication record: PERSON-0811 Hemant Khan contacted PERSON-0924 Hemant Verma via SMS in relation to CASE-1131.
GT-0291,PERSON-0583,PERSON-0882,CONTACTED,1,CASE-0289,Synthetic telecommunication record: PERSON-0583 Satish Garg contacted PERSON-0882 Shobha Chatterjee via SMS in relation to CASE-0289.
GT-0292,PERSON-0772,PERSON-0597,CONTACTED,1,CASE-0782,Synthetic telecommunication record: PERSON-0772 Harish Garg contacted PERSON-0597 Pooja Das via PHONE_CALL in relation to CASE-0782.
GT-0293,PERSON-0908,PERSON-0825,CONTACTED,1,CASE-0314,Synthetic telecommunication record: PERSON-0908 Vandana Verma contacted PERSON-0825 Rahul Chakraborty via PHONE_CALL in relation to CASE-0314.
GT-0294,PERSON-0449,PERSON-0911,CONTACTED,1,CASE-0998,Synthetic telecommunication record: PERSON-0449 Harish Chakraborty contacted PERSON-0911 Babita Ali via SMS in relation to CASE-0998.
GT-0295,PERSON-0477,PERSON-0270,CONTACTED,1,CASE-0132,Synthetic telecommunication record: PERSON-0477 Babita Chakraborty contacted PERSON-0270 Gaurav Dutta via WHATSAPP in relation to CASE-0132.
GT-0296,PERSON-0310,PERSON-0213,CONTACTED,1,CASE-0077,Synthetic telecommunication record: PERSON-0310 Pankaj Garg contacted PERSON-0213 Vijay Joshi via SMS in relation to CASE-0077.
GT-0297,PERSON-0159,PERSON-0234,CONTACTED,1,CASE-0120,Synthetic telecommunication record: PERSON-0159 Manju Patel contacted PERSON-0234 Sanjay Mittal via SMS in relation to CASE-0120.
GT-0298,PERSON-0168,PERSON-0166,CONTACTED,1,CASE-0097,Synthetic telecommunication record: PERSON-0168 Rekha Yadav contacted PERSON-0166 Rajesh Goyal via SMS in relation to CASE-0097.
GT-0299,PERSON-0401,PERSON-0347,CONTACTED,1,CASE-0865,Synthetic telecommunication record: PERSON-0401 Seema Gupta contacted PERSON-0347 Pradeep Sarkar via WHATSAPP in relation to CASE-0865.
GT-0300,PERSON-0770,PERSON-0345,CONTACTED,1,CASE-0919,Synthetic telecommunication record: PERSON-0770 Geeta Mittal contacted PERSON-0345 Sunil Singh via WHATSAPP in relation to CASE-0919.
GT-0301,PERSON-0206,PERSON-0137,CONTACTED,1,CASE-0408,Synthetic telecommunication record: PERSON-0206 Satish Bansal contacted PERSON-0137 Jitendra Joshi via WHATSAPP in relation to CASE-0408.
GT-0302,PERSON-0010,PERSON-0140,CONTACTED,1,CASE-0479,Synthetic telecommunication record: PERSON-0010 Manoj Tiwari contacted PERSON-0140 Alok Shukla via PHONE_CALL in relation to CASE-0479.
GT-0303,PERSON-0339,PERSON-0411,CONTACTED,1,CASE-0276,Synthetic telecommunication record: PERSON-0339 Sanjay Bansal contacted PERSON-0411 Manju Patel via PHONE_CALL in relation to CASE-0276.
GT-0304,PERSON-0210,PERSON-0899,CONTACTED,1,CASE-0442,Synthetic telecommunication record: PERSON-0210 Asha Qureshi contacted PERSON-0899 Ritu Ghosh via PHONE_CALL in relation to CASE-0442.
GT-0305,PERSON-0023,PERSON-0225,CONTACTED,1,CASE-0471,Synthetic telecommunication record: PERSON-0023 Manish Kaur contacted PERSON-0225 Sunita Siddiqui via WHATSAPP in relation to CASE-0471.
GT-0306,PERSON-0419,PERSON-0480,CONTACTED,1,CASE-0520,Synthetic telecommunication record: PERSON-0419 Sanjay Verma contacted PERSON-0480 Sangeeta Pandey via ENCRYPTED_CALL in relation to CASE-0520.
GT-0307,PERSON-0752,PERSON-0709,CONTACTED,1,CASE-0139,Synthetic telecommunication record: PERSON-0752 Neetu Chakraborty contacted PERSON-0709 Santosh Tiwari via PHONE_CALL in relation to CASE-0139.
GT-0308,PERSON-0803,PERSON-0468,CONTACTED,1,CASE-0877,Synthetic telecommunication record: PERSON-0803 Manish Bansal contacted PERSON-0468 Asha Mittal via SMS in relation to CASE-0877.
GT-0309,PERSON-0449,PERSON-0877,CONTACTED,1,CASE-0022,Synthetic telecommunication record: PERSON-0449 Harish Chakraborty contacted PERSON-0877 Meena Kaur via ENCRYPTED_CALL in relation to CASE-0022.
GT-0310,PERSON-0795,PERSON-0490,CONTACTED,1,CASE-0291,Synthetic telecommunication record: PERSON-0795 Ajay Chatterjee contacted PERSON-0490 Champa Kumar via SMS in relation to CASE-0291.
GT-0311,PERSON-0256,PERSON-0921,CONTACTED,1,CASE-0646,Synthetic telecommunication record: PERSON-0256 Manju Chatterjee contacted PERSON-0921 Pankaj Mehta via PHONE_CALL in relation to CASE-0646.
GT-0312,PERSON-0285,PERSON-0658,CONTACTED,1,CASE-0356,Synthetic telecommunication record: PERSON-0285 Archana Hussain contacted PERSON-0658 Deepak Sarkar via SMS in relation to CASE-0356.
GT-0313,PERSON-0058,PERSON-0081,CONTACTED,1,CASE-0432,Synthetic telecommunication record: PERSON-0058 Rahul Mittal contacted PERSON-0081 Radha Verma via WHATSAPP in relation to CASE-0432.
GT-0314,PERSON-0753,PERSON-0596,CONTACTED,1,CASE-0473,Synthetic telecommunication record: PERSON-0753 Sachin Agarwal contacted PERSON-0596 Asha Ghosh via SMS in relation to CASE-0473.
GT-0315,PERSON-0175,PERSON-0241,CONTACTED,1,CASE-0999,Synthetic telecommunication record: PERSON-0175 Sunil Joshi contacted PERSON-0241 Dharmendra Jain via PHONE_CALL in relation to CASE-0999.
GT-0316,PERSON-0278,PERSON-0734,CONTACTED,1,CASE-0444,Synthetic telecommunication record: PERSON-0278 Rajesh Bhattacharya contacted PERSON-0734 Ramesh Goyal via WHATSAPP in relation to CASE-0444.
GT-0317,PERSON-0131,PERSON-0554,CONTACTED,1,CASE-0096,Synthetic telecommunication record: PERSON-0131 Mukesh Garg contacted PERSON-0554 Sangeeta Joshi via SMS in relation to CASE-0096.
GT-0318,PERSON-0070,PERSON-0970,CONTACTED,1,CASE-0939,Synthetic telecommunication record: PERSON-0070 Deepak Bansal contacted PERSON-0970 Subhash Bose via PHONE_CALL in relation to CASE-0939.
GT-0319,PERSON-0466,PERSON-0735,CONTACTED,1,CASE-0187,Synthetic telecommunication record: PERSON-0466 Manoj Singhal contacted PERSON-0735 Vijay Bhattacharya via WHATSAPP in relation to CASE-0187.
GT-0320,PERSON-0678,PERSON-0817,CONTACTED,1,CASE-0335,Synthetic telecommunication record: PERSON-0678 Gaurav Mukherjee contacted PERSON-0817 Lata Dutta via WHATSAPP in relation to CASE-0335.
GT-0321,PERSON-0054,PERSON-0903,CONTACTED,1,CASE-0600,Synthetic telecommunication record: PERSON-0054 Nitin Mishra contacted PERSON-0903 Sachin Goyal via SMS in relation to CASE-0600.
GT-0322,PERSON-0450,PERSON-0834,CONTACTED,1,CASE-0120,Synthetic telecommunication record: PERSON-0450 Anil Gupta contacted PERSON-0834 Kusum Banerjee via ENCRYPTED_CALL in relation to CASE-0120.
GT-0323,PERSON-0677,PERSON-0905,CONTACTED,1,CASE-0531,Synthetic telecommunication record: PERSON-0677 Sarita Shukla contacted PERSON-0905 Vandana Qureshi via ENCRYPTED_CALL in relation to CASE-0531.
GT-0324,PERSON-0852,PERSON-0940,CONTACTED,1,CASE-0209,Synthetic telecommunication record: PERSON-0852 Rohit Bansal contacted PERSON-0940 Kavita Agarwal via ENCRYPTED_CALL in relation to CASE-0209.
GT-0325,PERSON-0329,PERSON-0845,CONTACTED,1,CASE-1015,Synthetic telecommunication record: PERSON-0329 Manish Dutta contacted PERSON-0845 Shashi Shukla via SMS in relation to CASE-1015.
GT-0326,PERSON-0109,PERSON-0638,CONTACTED,1,CASE-0848,Synthetic telecommunication record: PERSON-0109 Suresh Siddiqui contacted PERSON-0638 Mukesh Jain via WHATSAPP in relation to CASE-0848.
GT-0327,PERSON-0052,PERSON-0396,CONTACTED,1,CASE-0541,Synthetic telecommunication record: PERSON-0052 Shashi Patel contacted PERSON-0396 Shashi Pandey via SMS in relation to CASE-0541.
GT-0328,PERSON-0233,PERSON-0550,CONTACTED,1,CASE-1110,Synthetic telecommunication record: PERSON-0233 Pushpa Qureshi contacted PERSON-0550 Suresh Singh via ENCRYPTED_CALL in relation to CASE-1110.
GT-0329,PERSON-0808,PERSON-0694,CONTACTED,1,CASE-0316,Synthetic telecommunication record: PERSON-0808 Jyoti Singhal contacted PERSON-0694 Shobha Ali via ENCRYPTED_CALL in relation to CASE-0316.
GT-0330,PERSON-0348,PERSON-0518,CONTACTED,1,CASE-0304,Synthetic telecommunication record: PERSON-0348 Rahul Sharma contacted PERSON-0518 Jyoti Singh via PHONE_CALL in relation to CASE-0304.
GT-0331,PERSON-0160,PERSON-0325,CONTACTED,1,CASE-0369,Synthetic telecommunication record: PERSON-0160 Harish Joshi contacted PERSON-0325 Kamla Shukla via PHONE_CALL in relation to CASE-0369.
GT-0332,PERSON-0801,PERSON-0705,CONTACTED,1,CASE-1198,Synthetic telecommunication record: PERSON-0801 Geeta Sarkar contacted PERSON-0705 Abhishek Kumar via SMS in relation to CASE-1198.
GT-0333,PERSON-0404,PERSON-0777,CONTACTED,1,CASE-0790,Synthetic telecommunication record: PERSON-0404 Anita Agarwal contacted PERSON-0777 Manish Sarkar via SMS in relation to CASE-0790.
GT-0334,PERSON-0937,PERSON-0520,CONTACTED,1,CASE-0522,Synthetic telecommunication record: PERSON-0937 Deepak Kumar contacted PERSON-0520 Rahul Sharma via WHATSAPP in relation to CASE-0522.
GT-0335,PERSON-0498,PERSON-0256,CONTACTED,1,CASE-0507,Synthetic telecommunication record: PERSON-0498 Ritu Agarwal contacted PERSON-0256 Manju Chatterjee via WHATSAPP in relation to CASE-0507.
GT-0336,PERSON-0588,PERSON-0788,CONTACTED,1,CASE-0925,Synthetic telecommunication record: PERSON-0588 Arjun Pandey contacted PERSON-0788 Champa Bose via PHONE_CALL in relation to CASE-0925.
GT-0337,PERSON-0103,PERSON-0134,CONTACTED,1,CASE-0382,Synthetic telecommunication record: PERSON-0103 Rahul Goyal contacted PERSON-0134 Manish Jain via PHONE_CALL in relation to CASE-0382.
GT-0338,PERSON-0049,PERSON-0123,CONTACTED,1,CASE-0177,Synthetic telecommunication record: PERSON-0049 Suresh Ahmed contacted PERSON-0123 Rohit Sharma via ENCRYPTED_CALL in relation to CASE-0177.
GT-0339,PERSON-0043,PERSON-0242,CONTACTED,1,CASE-1052,Synthetic telecommunication record: PERSON-0043 Nitin Khan contacted PERSON-0242 Hemant Mishra via SMS in relation to CASE-1052.
GT-0340,PERSON-0426,PERSON-0827,CONTACTED,1,CASE-1133,Synthetic telecommunication record: PERSON-0426 Suresh Siddiqui contacted PERSON-0827 Gaurav Tiwari via PHONE_CALL in relation to CASE-1133.
GT-0341,PERSON-0466,PERSON-0876,CONTACTED,1,CASE-0152,Synthetic telecommunication record: PERSON-0466 Manoj Singhal contacted PERSON-0876 Seema Ansari via PHONE_CALL in relation to CASE-0152.
GT-0342,PERSON-0299,PERSON-0711,CONTACTED,1,CASE-0993,Synthetic telecommunication record: PERSON-0299 Rohit Ghosh contacted PERSON-0711 Champa Tiwari via PHONE_CALL in relation to CASE-0993.
GT-0343,PERSON-0613,PERSON-0155,CONTACTED,1,CASE-0462,Synthetic telecommunication record: PERSON-0613 Rajesh Kumar contacted PERSON-0155 Neetu Chakraborty via SMS in relation to CASE-0462.
GT-0344,PERSON-0602,PERSON-0995,CONTACTED,1,CASE-0213,Synthetic telecommunication record: PERSON-0602 Sanjay Chatterjee contacted PERSON-0995 Arjun Yadav via SMS in relation to CASE-0213.
GT-0345,PERSON-0183,PERSON-0613,CONTACTED,1,CASE-0727,Synthetic telecommunication record: PERSON-0183 Jyoti Sarkar contacted PERSON-0613 Rajesh Kumar via SMS in relation to CASE-0727.
GT-0346,PERSON-0506,PERSON-0105,CONTACTED,1,CASE-0225,Synthetic telecommunication record: PERSON-0506 Rahul Qureshi contacted PERSON-0105 Rakesh Khan via WHATSAPP in relation to CASE-0225.
GT-0347,PERSON-0146,PERSON-0928,CONTACTED,1,CASE-0360,Synthetic telecommunication record: PERSON-0146 Kunal Bhattacharya contacted PERSON-0928 Pushpa Ansari via ENCRYPTED_CALL in relation to CASE-0360.
GT-0348,PERSON-0767,PERSON-0261,CONTACTED,1,CASE-0795,Synthetic telecommunication record: PERSON-0767 Manish Kaur contacted PERSON-0261 Deepak Kumar via WHATSAPP in relation to CASE-0795.
GT-0349,PERSON-0542,PERSON-0307,TRANSFERRED_TO,1,CASE-1190,Synthetic transaction record: PERSON-0542 transferred INR 75000 to PERSON-0307 linked to CASE-1190.
GT-0350,PERSON-0831,PERSON-0102,TRANSFERRED_TO,1,CASE-0674,Synthetic transaction record: PERSON-0831 transferred INR 75000 to PERSON-0102 linked to CASE-0674.
GT-0351,PERSON-0436,PERSON-0509,TRANSFERRED_TO,1,CASE-0423,Synthetic transaction record: PERSON-0436 transferred INR 50000 to PERSON-0509 linked to CASE-0423.
GT-0352,PERSON-0401,PERSON-0536,TRANSFERRED_TO,1,CASE-1072,Synthetic transaction record: PERSON-0401 transferred INR 25000 to PERSON-0536 linked to CASE-1072.
GT-0353,PERSON-0187,PERSON-0744,TRANSFERRED_TO,1,CASE-0170,Synthetic transaction record: PERSON-0187 transferred INR 50000 to PERSON-0744 linked to CASE-0170.
GT-0354,PERSON-0215,PERSON-0541,TRANSFERRED_TO,1,CASE-0061,Synthetic transaction record: PERSON-0215 transferred INR 250000 to PERSON-0541 linked to CASE-0061.
GT-0355,PERSON-0771,PERSON-0445,TRANSFERRED_TO,1,CASE-0700,Synthetic transaction record: PERSON-0771 transferred INR 250000 to PERSON-0445 linked to CASE-0700.
GT-0356,PERSON-0794,PERSON-0084,TRANSFERRED_TO,1,CASE-0234,Synthetic transaction record: PERSON-0794 transferred INR 250000 to PERSON-0084 linked to CASE-0234.
GT-0357,PERSON-0625,PERSON-0504,TRANSFERRED_TO,1,CASE-0504,Synthetic transaction record: PERSON-0625 transferred INR 250000 to PERSON-0504 linked to CASE-0504.
GT-0358,PERSON-0282,PERSON-0968,TRANSFERRED_TO,1,CASE-0164,Synthetic transaction record: PERSON-0282 transferred INR 75000 to PERSON-0968 linked to CASE-0164.
GT-0359,PERSON-0012,PERSON-0909,TRANSFERRED_TO,1,CASE-1181,Synthetic transaction record: PERSON-0012 transferred INR 25000 to PERSON-0909 linked to CASE-1181.
GT-0360,PERSON-0646,PERSON-0867,TRANSFERRED_TO,1,CASE-1174,Synthetic transaction record: PERSON-0646 transferred INR 50000 to PERSON-0867 linked to CASE-1174.
GT-0361,PERSON-0456,PERSON-0480,TRANSFERRED_TO,1,CASE-0216,Synthetic transaction record: PERSON-0456 transferred INR 250000 to PERSON-0480 linked to CASE-0216.
GT-0362,PERSON-0380,PERSON-0324,TRANSFERRED_TO,1,CASE-0097,Synthetic transaction record: PERSON-0380 transferred INR 50000 to PERSON-0324 linked to CASE-0097.
GT-0363,PERSON-0883,PERSON-0436,TRANSFERRED_TO,1,CASE-1148,Synthetic transaction record: PERSON-0883 transferred INR 150000 to PERSON-0436 linked to CASE-1148.
GT-0364,PERSON-0213,PERSON-0227,TRANSFERRED_TO,1,CASE-1199,Synthetic transaction record: PERSON-0213 transferred INR 75000 to PERSON-0227 linked to CASE-1199.
GT-0365,PERSON-0644,PERSON-0849,TRANSFERRED_TO,1,CASE-0184,Synthetic transaction record: PERSON-0644 transferred INR 500000 to PERSON-0849 linked to CASE-0184.
GT-0366,PERSON-0763,PERSON-0517,TRANSFERRED_TO,1,CASE-0642,Synthetic transaction record: PERSON-0763 transferred INR 250000 to PERSON-0517 linked to CASE-0642.
GT-0367,PERSON-0773,PERSON-0740,TRANSFERRED_TO,1,CASE-0043,Synthetic transaction record: PERSON-0773 transferred INR 150000 to PERSON-0740 linked to CASE-0043.
GT-0368,PERSON-0788,PERSON-0857,TRANSFERRED_TO,1,CASE-0025,Synthetic transaction record: PERSON-0788 transferred INR 500000 to PERSON-0857 linked to CASE-0025.
GT-0369,PERSON-0200,PERSON-0130,TRANSFERRED_TO,1,CASE-0653,Synthetic transaction record: PERSON-0200 transferred INR 500000 to PERSON-0130 linked to CASE-0653.
GT-0370,PERSON-0021,PERSON-0765,TRANSFERRED_TO,1,CASE-0809,Synthetic transaction record: PERSON-0021 transferred INR 500000 to PERSON-0765 linked to CASE-0809.
GT-0371,PERSON-0125,PERSON-0590,TRANSFERRED_TO,1,CASE-0249,Synthetic transaction record: PERSON-0125 transferred INR 50000 to PERSON-0590 linked to CASE-0249.
GT-0372,PERSON-0082,PERSON-0011,TRANSFERRED_TO,1,CASE-1198,Synthetic transaction record: PERSON-0082 transferred INR 50000 to PERSON-0011 linked to CASE-1198.
GT-0373,PERSON-0129,PERSON-0874,TRANSFERRED_TO,1,CASE-1091,Synthetic transaction record: PERSON-0129 transferred INR 250000 to PERSON-0874 linked to CASE-1091.
GT-0374,PERSON-0315,PERSON-0138,TRANSFERRED_TO,1,CASE-0972,Synthetic transaction record: PERSON-0315 transferred INR 500000 to PERSON-0138 linked to CASE-0972.
GT-0375,PERSON-0358,PERSON-0125,TRANSFERRED_TO,1,CASE-0646,Synthetic transaction record: PERSON-0358 transferred INR 50000 to PERSON-0125 linked to CASE-0646.
GT-0376,PERSON-0044,PERSON-0588,TRANSFERRED_TO,1,CASE-0874,Synthetic transaction record: PERSON-0044 transferred INR 25000 to PERSON-0588 linked to CASE-0874.
GT-0377,PERSON-0336,PERSON-0847,TRANSFERRED_TO,1,CASE-1088,Synthetic transaction record: PERSON-0336 transferred INR 250000 to PERSON-0847 linked to CASE-1088.
GT-0378,PERSON-0877,PERSON-0515,TRANSFERRED_TO,1,CASE-0207,Synthetic transaction record: PERSON-0877 transferred INR 500000 to PERSON-0515 linked to CASE-0207.
GT-0379,PERSON-0044,PERSON-0291,TRANSFERRED_TO,1,CASE-0252,Synthetic transaction record: PERSON-0044 transferred INR 75000 to PERSON-0291 linked to CASE-0252.
GT-0380,PERSON-0901,PERSON-0139,TRANSFERRED_TO,1,CASE-0125,Synthetic transaction record: PERSON-0901 transferred INR 75000 to PERSON-0139 linked to CASE-0125.
GT-0381,PERSON-0732,PERSON-0473,TRANSFERRED_TO,1,CASE-0435,Synthetic transaction record: PERSON-0732 transferred INR 50000 to PERSON-0473 linked to CASE-0435.
GT-0382,PERSON-0072,PERSON-0928,TRANSFERRED_TO,1,CASE-0821,Synthetic transaction record: PERSON-0072 transferred INR 75000 to PERSON-0928 linked to CASE-0821.
GT-0383,PERSON-0509,PERSON-0211,TRANSFERRED_TO,1,CASE-1088,Synthetic transaction record: PERSON-0509 transferred INR 150000 to PERSON-0211 linked to CASE-1088.
GT-0384,PERSON-0144,PERSON-0937,TRANSFERRED_TO,1,CASE-0824,Synthetic transaction record: PERSON-0144 transferred INR 150000 to PERSON-0937 linked to CASE-0824.
GT-0385,PERSON-0223,PERSON-0707,TRANSFERRED_TO,1,CASE-0162,Synthetic transaction record: PERSON-0223 transferred INR 75000 to PERSON-0707 linked to CASE-0162.
GT-0386,PERSON-0738,PERSON-0614,TRANSFERRED_TO,1,CASE-1044,Synthetic transaction record: PERSON-0738 transferred INR 150000 to PERSON-0614 linked to CASE-1044.
GT-0387,PERSON-0252,PERSON-0215,TRANSFERRED_TO,1,CASE-1164,Synthetic transaction record: PERSON-0252 transferred INR 75000 to PERSON-0215 linked to CASE-1164.
GT-0388,PERSON-0818,PERSON-0634,TRANSFERRED_TO,1,CASE-0496,Synthetic transaction record: PERSON-0818 transferred INR 25000 to PERSON-0634 linked to CASE-0496.
GT-0389,PERSON-0642,PERSON-0342,TRANSFERRED_TO,1,CASE-0015,Synthetic transaction record: PERSON-0642 transferred INR 250000 to PERSON-0342 linked to CASE-0015.
GT-0390,PERSON-0999,PERSON-0895,TRANSFERRED_TO,1,CASE-0659,Synthetic transaction record: PERSON-0999 transferred INR 150000 to PERSON-0895 linked to CASE-0659.
GT-0391,PERSON-0376,PERSON-0649,TRANSFERRED_TO,1,CASE-0186,Synthetic transaction record: PERSON-0376 transferred INR 75000 to PERSON-0649 linked to CASE-0186.
GT-0392,PERSON-0682,PERSON-0253,TRANSFERRED_TO,1,CASE-0923,Synthetic transaction record: PERSON-0682 transferred INR 25000 to PERSON-0253 linked to CASE-0923.
GT-0393,PERSON-0882,PERSON-0396,TRANSFERRED_TO,1,CASE-0685,Synthetic transaction record: PERSON-0882 transferred INR 150000 to PERSON-0396 linked to CASE-0685.
GT-0394,PERSON-0599,PERSON-0500,TRANSFERRED_TO,1,CASE-0491,Synthetic transaction record: PERSON-0599 transferred INR 250000 to PERSON-0500 linked to CASE-0491.
GT-0395,PERSON-0366,PERSON-0356,TRANSFERRED_TO,1,CASE-0381,Synthetic transaction record: PERSON-0366 transferred INR 25000 to PERSON-0356 linked to CASE-0381.
GT-0396,PERSON-0389,PERSON-0298,TRANSFERRED_TO,1,CASE-0208,Synthetic transaction record: PERSON-0389 transferred INR 50000 to PERSON-0298 linked to CASE-0208.
GT-0397,PERSON-0980,PERSON-0696,TRANSFERRED_TO,1,CASE-0805,Synthetic transaction record: PERSON-0980 transferred INR 250000 to PERSON-0696 linked to CASE-0805.
GT-0398,PERSON-0676,PERSON-0138,TRANSFERRED_TO,1,CASE-0088,Synthetic transaction record: PERSON-0676 transferred INR 250000 to PERSON-0138 linked to CASE-0088.
GT-0399,PERSON-0483,PERSON-0498,TRANSFERRED_TO,1,CASE-0492,Synthetic transaction record: PERSON-0483 transferred INR 50000 to PERSON-0498 linked to CASE-0492.
GT-0400,PERSON-0029,PERSON-0876,TRANSFERRED_TO,1,CASE-0936,Synthetic transaction record: PERSON-0029 transferred INR 50000 to PERSON-0876 linked to CASE-0936.
GT-0401,PERSON-0609,PERSON-0432,TRANSFERRED_TO,1,CASE-1116,Synthetic transaction record: PERSON-0609 transferred INR 500000 to PERSON-0432 linked to CASE-1116.
GT-0402,PERSON-0420,PERSON-0005,TRANSFERRED_TO,1,CASE-0775,Synthetic transaction record: PERSON-0420 transferred INR 75000 to PERSON-0005 linked to CASE-0775.
GT-0403,PERSON-0303,PERSON-0182,TRANSFERRED_TO,1,CASE-0511,Synthetic transaction record: PERSON-0303 transferred INR 250000 to PERSON-0182 linked to CASE-0511.
