cp_id,case_id,person_id,role,narrative
CP-0955,CASE-1229,PERSON-0496,WITNESS,Subject of enquiry in Serial Asset and Vehicle Theft in Siliguri under IPC 379.
CP-0956,CASE-0956,PERSON-0769,SUSPECT,Subject of enquiry in Serial Asset and Vehicle Theft in Surat under IPC 379.
CP-0957,CASE-1115,PERSON-0080,WITNESS,Subject of enquiry in Digital Identity Theft and Financial Scam at Chennai under IT Act 66D / IPC 420.
CP-0958,CASE-0407,PERSON-0277,WITNESS,Subject of enquiry in Serial Asset and Vehicle Theft in Varanasi under IPC 379.
CP-0959,CASE-0188,PERSON-0677,REPORTING_PERSON,Subject of enquiry in Nocturnal Commercial Burglary in Delhi under IPC 457/380.
CP-0960,CASE-0406,PERSON-0535,ASSOCIATE,Subject of enquiry in Forged Documentation and Property Fraud in Lucknow under IPC 467/468/471.
CP-0961,CASE-0276,PERSON-0445,REPORTING_PERSON,Subject of enquiry in Digital Identity Theft and Financial Scam at Lucknow under IT Act 66D / IPC 420.
CP-0962,CASE-0662,PERSON-0262,SUSPECT,Subject of enquiry in Forged Documentation and Property Fraud in Nagpur under IPC 467/468/471.
CP-0963,CASE-0833,PERSON-0906,SUSPECT,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Lucknow under IPC 420/406.
CP-0964,CASE-0158,PERSON-0116,WITNESS,Subject of enquiry in Intimidation and Witness Tampering at Chennai under IPC 506.
CP-0965,CASE-1035,PERSON-0539,ACCUSED,Subject of enquiry in Digital Identity Theft and Financial Scam at Kolkata under IT Act 66D / IPC 420.
CP-0966,CASE-0798,PERSON-0128,PERSON_OF_INTEREST,Subject of enquiry in Intimidation and Witness Tampering at Pune under IPC 506.
CP-0967,CASE-1026,PERSON-0909,PERSON_OF_INTEREST,Subject of enquiry in Digital Identity Theft and Financial Scam at Pune under IT Act 66D / IPC 420.
CP-0968,CASE-1132,PERSON-0768,WITNESS,Subject of enquiry in Intimidation and Witness Tampering at Nagpur under IPC 506.
CP-0969,CASE-0018,PERSON-0041,ASSOCIATE,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Howrah under IPC 420/406.
CP-0970,CASE-0428,PERSON-0871,SUSPECT,Subject of enquiry in Armed Robbery Incident at Siliguri under IPC 392/397.
CP-0971,CASE-0061,PERSON-0631,SUSPECT,Subject of enquiry in Digital Identity Theft and Financial Scam at Delhi under IT Act 66D / IPC 420.
CP-0972,CASE-0686,PERSON-0828,PERSON_OF_INTEREST,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Nagpur under IPC 420/406.
CP-0973,CASE-0230,PERSON-0593,ASSOCIATE,Subject of enquiry in Serial Asset and Vehicle Theft in Nagpur under IPC 379.
CP-0974,CASE-1224,PERSON-0567,SUSPECT,Subject of enquiry in Targeted Homicide Investigation in Mumbai under IPC 302/120B.
CP-0975,CASE-0501,PERSON-0735,PERSON_OF_INTEREST,Subject of enquiry in Forged Documentation and Property Fraud in Delhi under IPC 467/468/471.
CP-0976,CASE-0684,PERSON-0514,REPORTING_PERSON,Subject of enquiry in Nocturnal Commercial Burglary in Varanasi under IPC 457/380.
CP-0977,CASE-1019,PERSON-0301,REPORTING_PERSON,Subject of enquiry in Forged Documentation and Property Fraud in Siliguri under IPC 467/468/471.
CP-0978,CASE-0581,PERSON-0873,WITNESS,Subject of enquiry in Kidnapping and Extortion Case at Mumbai under IPC 363/364A.
CP-0979,CASE-0246,PERSON-0773,PERSON_OF_INTEREST,Subject of enquiry in Kidnapping and Extortion Case at Surat under IPC 363/364A.
CP-0980,CASE-0007,PERSON-0934,WITNESS,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Mumbai under IPC 420/406.
CP-0981,CASE-0438,PERSON-0432,ACCUSED,Subject of enquiry in Threat and Extortion Racket in Kolkata under IPC 384/386.
CP-0982,CASE-1249,PERSON-0842,ACCUSED,Subject of enquiry in Forged Documentation and Property Fraud in Siliguri under IPC 467/468/471.
CP-0983,CASE-0275,PERSON-0938,SUSPECT,Subject of enquiry in Targeted Homicide Investigation in Delhi under IPC 302/120B.
CP-0984,CASE-0157,PERSON-0349,WITNESS,Subject of enquiry in Nocturnal Commercial Burglary in Kolkata under IPC 457/380.
CP-0985,CASE-0146,PERSON-0858,SUSPECT,Subject of enquiry in Serial Asset and Vehicle Theft in Kolkata under IPC 379.
CP-0986,CASE-1078,PERSON-0685,WITNESS,Subject of enquiry in Threat and Extortion Racket in Mumbai under IPC 384/386.
CP-0987,CASE-0588,PERSON-0142,WITNESS,Subject of enquiry in Kidnapping and Extortion Case at Delhi under IPC 363/364A.
CP-0988,CASE-0599,PERSON-0262,ASSOCIATE,Subject of enquiry in Nocturnal Commercial Burglary in Surat under IPC 457/380.
CP-0989,CASE-0814,PERSON-0573,PERSON_OF_INTEREST,Subject of enquiry in Nocturnal Commercial Burglary in Raipur under IPC 457/380.
CP-0990,CASE-0703,PERSON-0889,SUSPECT,Subject of enquiry in Digital Identity Theft and Financial Scam at Delhi under IT Act 66D / IPC 420.
CP-0991,CASE-1202,PERSON-0173,PERSON_OF_INTEREST,Subject of enquiry in Serial Asset and Vehicle Theft in Durg under IPC 379.
CP-0992,CASE-0399,PERSON-0205,REPORTING_PERSON,Subject of enquiry in Targeted Homicide Investigation in Chennai under IPC 302/120B.
CP-0993,CASE-0323,PERSON-0995,ASSOCIATE,Subject of enquiry in Intimidation and Witness Tampering at Surat under IPC 506.
CP-0994,CASE-1243,PERSON-0647,WITNESS,Subject of enquiry in Nocturnal Commercial Burglary in Chennai under IPC 457/380.
CP-0995,CASE-0303,PERSON-0106,ASSOCIATE,Subject of enquiry in Kidnapping and Extortion Case at Kolkata under IPC 363/364A.
CP-0996,CASE-0925,PERSON-0312,ACCUSED,Subject of enquiry in Kidnapping and Extortion Case at Nagpur under IPC 363/364A.
CP-0997,CASE-0692,PERSON-0459,SUSPECT,Subject of enquiry in Targeted Homicide Investigation in Siliguri under IPC 302/120B.
CP-0998,CASE-0189,PERSON-0292,SUSPECT,Subject of enquiry in Physical Assault and Grievous Hurt Case at Delhi under IPC 323/325.
CP-0999,CASE-0603,PERSON-0164,WITNESS,Subject of enquiry in Nocturnal Commercial Burglary in Raipur under IPC 457/380.
CP-1000,CASE-1098,PERSON-0448,REPORTING_PERSON,Subject of enquiry in Nocturnal Commercial Burglary in Kolkata under IPC 457/380.
CP-1001,CASE-0088,PERSON-0880,ACCUSED,Subject of enquiry in Nocturnal Commercial Burglary in Ahmedabad under IPC 457/380.
CP-1002,CASE-0044,PERSON-0827,ACCUSED,Subject of enquiry in Digital Identity Theft and Financial Scam at Durg under IT Act 66D / IPC 420.
CP-1003,CASE-0487,PERSON-0535,PERSON_OF_INTEREST,Subject of enquiry in Digital Identity Theft and Financial Scam at Lucknow under IT Act 66D / IPC 420.
CP-1004,CASE-0878,PERSON-0476,REPORTING_PERSON,Subject of enquiry in Physical Assault and Grievous Hurt Case at Kolkata under IPC 323/325.
CP-1005,CASE-0095,PERSON-0562,REPORTING_PERSON,Subject of enquiry in Forged Documentation and Property Fraud in Delhi under IPC 467/468/471.
CP-1006,CASE-0197,PERSON-0150,REPORTING_PERSON,Subject of enquiry in Physical Assault and Grievous Hurt Case at Lucknow under IPC 323/325.
CP-1007,CASE-0264,PERSON-0467,SUSPECT,Subject of enquiry in Kidnapping and Extortion Case at Kolkata under IPC 363/364A.
CP-1008,CASE-0087,PERSON-0997,ASSOCIATE,Subject of enquiry in Digital Identity Theft and Financial Scam at Siliguri under IT Act 66D / IPC 420.
CP-1009,CASE-0114,PERSON-0563,ASSOCIATE,Subject of enquiry in Physical Assault and Grievous Hurt Case at Mumbai under IPC 323/325.
CP-1010,CASE-0740,PERSON-0430,PERSON_OF_INTEREST,Subject of enquiry in Threat and Extortion Racket in Pune under IPC 384/386.
CP-1011,CASE-1245,PERSON-0121,SUSPECT,Subject of enquiry in Physical Assault and Grievous Hurt Case at Bilaspur under IPC 323/325.
CP-1012,CASE-0792,PERSON-0188,REPORTING_PERSON,Subject of enquiry in Physical Assault and Grievous Hurt Case at Howrah under IPC 323/325.
CP-1013,CASE-0934,PERSON-0105,ACCUSED,Subject of enquiry in Threat and Extortion Racket in Durg under IPC 384/386.
CP-1014,CASE-0436,PERSON-0133,ASSOCIATE,Subject of enquiry in Serial Asset and Vehicle Theft in Nagpur under IPC 379.
CP-1015,CASE-0448,PERSON-0291,ACCUSED,Subject of enquiry in Intimidation and Witness Tampering at Delhi under IPC 506.
CP-1016,CASE-0729,PERSON-0084,PERSON_OF_INTEREST,Subject of enquiry in Intimidation and Witness Tampering at Mumbai under IPC 506.
CP-1017,CASE-1043,PERSON-0594,ASSOCIATE,Subject of enquiry in Threat and Extortion Racket in Varanasi under IPC 384/386.
CP-1018,CASE-0894,PERSON-0616,SUSPECT,Subject of enquiry in Physical Assault and Grievous Hurt Case at Varanasi under IPC 323/325.
CP-1019,CASE-0995,PERSON-0672,PERSON_OF_INTEREST,Subject of enquiry in Digital Identity Theft and Financial Scam at Kolkata under IT Act 66D / IPC 420.
CP-1020,CASE-0870,PERSON-0812,WITNESS,Subject of enquiry in Targeted Homicide Investigation in Chennai under IPC 302/120B.
CP-1021,CASE-0293,PERSON-0667,ASSOCIATE,Subject of enquiry in Nocturnal Commercial Burglary in Raipur under IPC 457/380.
CP-1022,CASE-1075,PERSON-0882,ACCUSED,Subject of enquiry in Nocturnal Commercial Burglary in Kolkata under IPC 457/380.
CP-1023,CASE-0595,PERSON-0798,SUSPECT,Subject of enquiry in Serial Asset and Vehicle Theft in Siliguri under IPC 379.
CP-1024,CASE-0238,PERSON-0278,ACCUSED,Subject of enquiry in Nocturnal Commercial Burglary in Delhi under IPC 457/380.
CP-1025,CASE-1136,PERSON-0036,WITNESS,Subject of enquiry in Forged Documentation and Property Fraud in Durg under IPC 467/468/471.
CP-1026,CASE-0917,PERSON-0829,ASSOCIATE,Subject of enquiry in Digital Identity Theft and Financial Scam at Delhi under IT Act 66D / IPC 420.
CP-1027,CASE-0702,PERSON-0336,ASSOCIATE,Subject of enquiry in Threat and Extortion Racket in Delhi under IPC 384/386.
CP-1028,CASE-0977,PERSON-0914,REPORTING_PERSON,Subject of enquiry in Targeted Homicide Investigation in Delhi under IPC 302/120B.
CP-1029,CASE-1127,PERSON-0785,WITNESS,Subject of enquiry in Digital Identity Theft and Financial Scam at Delhi under IT Act 66D / IPC 420.
CP-1030,CASE-0280,PERSON-0448,SUSPECT,Subject of enquiry in Nocturnal Commercial Burglary in Durg under IPC 457/380.
CP-1031,CASE-0435,PERSON-0270,REPORTING_PERSON,Subject of enquiry in Digital Identity Theft and Financial Scam at Delhi under IT Act 66D / IPC 420.
CP-1032,CASE-0767,PERSON-0660,REPORTING_PERSON,Subject of enquiry in Threat and Extortion Racket in Lucknow under IPC 384/386.
CP-1033,CASE-0255,PERSON-0085,SUSPECT,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Varanasi under IPC 420/406.
CP-1034,CASE-0759,PERSON-0493,REPORTING_PERSON,Subject of enquiry in Serial Asset and Vehicle Theft in Kolkata under IPC 379.
CP-1035,CASE-0037,PERSON-0651,SUSPECT,Subject of enquiry in Targeted Homicide Investigation in Kolkata under IPC 302/120B.
CP-1036,CASE-1040,PERSON-0408,WITNESS,Subject of enquiry in Targeted Homicide Investigation in Surat under IPC 302/120B.
CP-1037,CASE-1190,PERSON-0755,SUSPECT,Subject of enquiry in Threat and Extortion Racket in Kolkata under IPC 384/386.
CP-1038,CASE-0593,PERSON-0323,WITNESS,Subject of enquiry in Nocturnal Commercial Burglary in Surat under IPC 457/380.
CP-1039,CASE-0373,PERSON-0988,SUSPECT,Subject of enquiry in Intimidation and Witness Tampering at Durg under IPC 506.
CP-1040,CASE-0928,PERSON-0292,WITNESS,Subject of enquiry in Targeted Homicide Investigation in Kolkata under IPC 302/120B.
CP-1041,CASE-0340,PERSON-0443,WITNESS,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Surat under IPC 420/406.
CP-1042,CASE-1174,PERSON-0669,REPORTING_PERSON,Subject of enquiry in Kidnapping and Extortion Case at Siliguri under IPC 363/364A.
CP-1043,CASE-0862,PERSON-0816,WITNESS,Subject of enquiry in Nocturnal Commercial Burglary in Lucknow under IPC 457/380.
CP-1044,CASE-1173,PERSON-0858,PERSON_OF_INTEREST,Subject of enquiry in Intimidation and Witness Tampering at Delhi under IPC 506.
CP-1045,CASE-0608,PERSON-0881,WITNESS,Subject of enquiry in Physical Assault and Grievous Hurt Case at Bilaspur under IPC 323/325.
CP-1046,CASE-1239,PERSON-0808,WITNESS,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Kolkata under IPC 420/406.
CP-1047,CASE-0935,PERSON-0122,WITNESS,Subject of enquiry in Intimidation and Witness Tampering at Mumbai under IPC 506.
CP-1048,CASE-0606,PERSON-0179,WITNESS,Subject of enquiry in Intimidation and Witness Tampering at Mumbai under IPC 506.
CP-1049,CASE-0750,PERSON-0624,PERSON_OF_INTEREST,Subject of enquiry in Intimidation and Witness Tampering at Pune under IPC 506.
CP-1050,CASE-1165,PERSON-0285,ASSOCIATE,Subject of enquiry in Targeted Homicide Investigation in Mumbai under IPC 302/120B.
CP-1051,CASE-0677,PERSON-0609,SUSPECT,Subject of enquiry in Kidnapping and Extortion Case at Howrah under IPC 363/364A.
CP-1052,CASE-0603,PERSON-0052,WITNESS,Subject of enquiry in Nocturnal Commercial Burglary in Raipur under IPC 457/380.
CP-1053,CASE-0635,PERSON-0614,WITNESS,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Howrah under IPC 420/406.
CP-1054,CASE-0399,PERSON-0210,ASSOCIATE,Subject of enquiry in Targeted Homicide Investigation in Chennai under IPC 302/120B.
CP-1055,CASE-0222,PERSON-0220,ASSOCIATE,Subject of enquiry in Targeted Homicide Investigation in Howrah under IPC 302/120B.
CP-1056,CASE-0603,PERSON-0830,ASSOCIATE,Subject of enquiry in Nocturnal Commercial Burglary in Raipur under IPC 457/380.
CP-1057,CASE-0881,PERSON-0444,WITNESS,Subject of enquiry in Threat and Extortion Racket in Lucknow under IPC 384/386.
CP-1058,CASE-1147,PERSON-0991,SUSPECT,Subject of enquiry in Nocturnal Commercial Burglary in Durg under IPC 457/380.
CP-1059,CASE-0836,PERSON-0668,REPORTING_PERSON,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Delhi under IPC 420/406.
CP-1060,CASE-0048,PERSON-0602,PERSON_OF_INTEREST,Subject of enquiry in Kidnapping and Extortion Case at Nagpur under IPC 363/364A.
CP-1061,CASE-0318,PERSON-0438,REPORTING_PERSON,Subject of enquiry in Digital Identity Theft and Financial Scam at Siliguri under IT Act 66D / IPC 420.
CP-1062,CASE-0242,PERSON-0499,PERSON_OF_INTEREST,Subject of enquiry in Nocturnal Commercial Burglary in Delhi under IPC 457/380.
CP-1063,CASE-0063,PERSON-0688,PERSON_OF_INTEREST,Subject of enquiry in Intimidation and Witness Tampering at Delhi under IPC 506.
CP-1064,CASE-0357,PERSON-0798,ASSOCIATE,Subject of enquiry in Armed Robbery Incident at Siliguri under IPC 392/397.
CP-1065,CASE-0634,PERSON-0606,REPORTING_PERSON,Subject of enquiry in Armed Robbery Incident at Chennai under IPC 392/397.
CP-1066,CASE-0468,PERSON-0563,WITNESS,Subject of enquiry in Nocturnal Commercial Burglary in Kolkata under IPC 457/380.
CP-1067,CASE-0452,PERSON-0364,REPORTING_PERSON,Subject of enquiry in Armed Robbery Incident at Delhi under IPC 392/397.
CP-1068,CASE-1234,PERSON-0960,ACCUSED,Subject of enquiry in Digital Identity Theft and Financial Scam at Pune under IT Act 66D / IPC 420.
CP-1069,CASE-0500,PERSON-0951,WITNESS,Subject of enquiry in Forged Documentation and Property Fraud in Lucknow under IPC 467/468/471.
CP-1070,CASE-0284,PERSON-0704,WITNESS,Subject of enquiry in Forged Documentation and Property Fraud in Delhi under IPC 467/468/471.
CP-1071,CASE-0036,PERSON-0887,ACCUSED,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Siliguri under IPC 420/406.
CP-1072,CASE-0007,PERSON-0949,ACCUSED,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Mumbai under IPC 420/406.
CP-1073,CASE-0835,PERSON-0939,REPORTING_PERSON,Subject of enquiry in Intimidation and Witness Tampering at Varanasi under IPC 506.
CP-1074,CASE-0242,PERSON-0176,REPORTING_PERSON,Subject of enquiry in Nocturnal Commercial Burglary in Delhi under IPC 457/380.
CP-1075,CASE-1160,PERSON-0655,PERSON_OF_INTEREST,Subject of enquiry in Nocturnal Commercial Burglary in Delhi under IPC 457/380.
CP-1076,CASE-0700,PERSON-0061,WITNESS,Subject of enquiry in Intimidation and Witness Tampering at Delhi under IPC 506.
CP-1077,CASE-0302,PERSON-0446,WITNESS,Subject of enquiry in Kidnapping and Extortion Case at Durg under IPC 363/364A.
CP-1078,CASE-0735,PERSON-0588,REPORTING_PERSON,Subject of enquiry in Intimidation and Witness Tampering at Ahmedabad under IPC 506.
CP-1079,CASE-0301,PERSON-0475,REPORTING_PERSON,Subject of enquiry in Nocturnal Commercial Burglary in Surat under IPC 457/380.
CP-1080,CASE-0545,PERSON-0126,WITNESS,Subject of enquiry in Intimidation and Witness Tampering at Kolkata under IPC 506.
CP-1081,CASE-0784,PERSON-0617,PERSON_OF_INTEREST,Subject of enquiry in Forged Documentation and Property Fraud in Pune under IPC 467/468/471.
CP-1082,CASE-0706,PERSON-0447,REPORTING_PERSON,Subject of enquiry in Targeted Homicide Investigation in Raipur under IPC 302/120B.
CP-1083,CASE-0150,PERSON-0976,ASSOCIATE,Subject of enquiry in Armed Robbery Incident at Delhi under IPC 392/397.
CP-1084,CASE-0031,PERSON-0606,PERSON_OF_INTEREST,Subject of enquiry in Nocturnal Commercial Burglary in Bilaspur under IPC 457/380.
CP-1085,CASE-0873,PERSON-0131,REPORTING_PERSON,Subject of enquiry in Nocturnal Commercial Burglary in Bilaspur under IPC 457/380.
CP-1086,CASE-0299,PERSON-0815,ASSOCIATE,Subject of enquiry in Armed Robbery Incident at Bilaspur under IPC 392/397.
CP-1087,CASE-1083,PERSON-0352,WITNESS,Subject of enquiry in Kidnapping and Extortion Case at Bilaspur under IPC 363/364A.
CP-1088,CASE-0690,PERSON-0976,SUSPECT,Subject of enquiry in Digital Identity Theft and Financial Scam at Surat under IT Act 66D / IPC 420.
CP-1089,CASE-0516,PERSON-0894,ASSOCIATE,Subject of enquiry in Kidnapping and Extortion Case at Lucknow under IPC 363/364A.
CP-1090,CASE-0547,PERSON-0439,WITNESS,Subject of enquiry in Kidnapping and Extortion Case at Delhi under IPC 363/364A.
CP-1091,CASE-0306,PERSON-0277,WITNESS,Subject of enquiry in Forged Documentation and Property Fraud in Mumbai under IPC 467/468/471.
CP-1092,CASE-0637,PERSON-0901,WITNESS,Subject of enquiry in Intimidation and Witness Tampering at Nagpur under IPC 506.
CP-1093,CASE-0557,PERSON-0672,SUSPECT,Subject of enquiry in Intimidation and Witness Tampering at Durg under IPC 506.
CP-1094,CASE-0061,PERSON-0883,ASSOCIATE,Subject of enquiry in Digital Identity Theft and Financial Scam at Delhi under IT Act 66D / IPC 420.
CP-1095,CASE-0980,PERSON-0801,ASSOCIATE,Subject of enquiry in Digital Identity Theft and Financial Scam at Ahmedabad under IT Act 66D / IPC 420.
CP-1096,CASE-0003,PERSON-0037,REPORTING_PERSON,Subject of enquiry in Armed Robbery Incident at Surat under IPC 392/397.
CP-1097,CASE-1053,PERSON-0475,WITNESS,Subject of enquiry in Threat and Extortion Racket in Surat under IPC 384/386.
CP-1098,CASE-0801,PERSON-0960,PERSON_OF_INTEREST,Subject of enquiry in Nocturnal Commercial Burglary in Durg under IPC 457/380.
CP-1099,CASE-0129,PERSON-0087,SUSPECT,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Kolkata under IPC 420/406.
CP-1100,CASE-0793,PERSON-0546,ASSOCIATE,Subject of enquiry in Kidnapping and Extortion Case at Mumbai under IPC 363/364A.
CP-1101,CASE-0154,PERSON-0114,REPORTING_PERSON,Subject of enquiry in Forged Documentation and Property Fraud in Chennai under IPC 467/468/471.
CP-1102,CASE-0396,PERSON-0864,WITNESS,Subject of enquiry in Threat and Extortion Racket in Delhi under IPC 384/386.
CP-1103,CASE-0686,PERSON-0874,SUSPECT,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Nagpur under IPC 420/406.
CP-1104,CASE-0099,PERSON-0999,SUSPECT,Subject of enquiry in Threat and Extortion Racket in Kolkata under IPC 384/386.
CP-1105,CASE-0769,PERSON-0571,SUSPECT,Subject of enquiry in Forged Documentation and Property Fraud in Delhi under IPC 467/468/471.
CP-1106,CASE-0572,PERSON-0113,ACCUSED,Subject of enquiry in Kidnapping and Extortion Case at Surat under IPC 363/364A.
CP-1107,CASE-1243,PERSON-0105,REPORTING_PERSON,Subject of enquiry in Nocturnal Commercial Burglary in Chennai under IPC 457/380.
CP-1108,CASE-0659,PERSON-0086,PERSON_OF_INTEREST,Subject of enquiry in Threat and Extortion Racket in Lucknow under IPC 384/386.
CP-1109,CASE-0836,PERSON-0823,ASSOCIATE,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Delhi under IPC 420/406.
CP-1110,CASE-1069,PERSON-0231,WITNESS,Subject of enquiry in Nocturnal Commercial Burglary in Bilaspur under IPC 457/380.
CP-1111,CASE-0908,PERSON-0688,PERSON_OF_INTEREST,Subject of enquiry in Armed Robbery Incident at Delhi under IPC 392/397.
CP-1112,CASE-0295,PERSON-0082,REPORTING_PERSON,Subject of enquiry in Threat and Extortion Racket in Chennai under IPC 384/386.
CP-1113,CASE-0755,PERSON-0256,REPORTING_PERSON,Subject of enquiry in Serial Asset and Vehicle Theft in Nagpur under IPC 379.
CP-1114,CASE-0574,PERSON-0307,SUSPECT,Subject of enquiry in Kidnapping and Extortion Case at Durg under IPC 363/364A.
CP-1115,CASE-1015,PERSON-0482,PERSON_OF_INTEREST,Subject of enquiry in Threat and Extortion Racket in Pune under IPC 384/386.
CP-1116,CASE-1227,PERSON-0319,PERSON_OF_INTEREST,Subject of enquiry in Intimidation and Witness Tampering at Varanasi under IPC 506.
CP-1117,CASE-0333,PERSON-0090,REPORTING_PERSON,Subject of enquiry in Kidnapping and Extortion Case at Ahmedabad under IPC 363/364A.
CP-1118,CASE-0920,PERSON-0937,ASSOCIATE,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Delhi under IPC 420/406.
CP-1119,CASE-0826,PERSON-0812,PERSON_OF_INTEREST,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Chennai under IPC 420/406.
CP-1120,CASE-0267,PERSON-0641,ASSOCIATE,Subject of enquiry in Serial Asset and Vehicle Theft in Ahmedabad under IPC 379.
CP-1121,CASE-0706,PERSON-0050,WITNESS,Subject of enquiry in Targeted Homicide Investigation in Raipur under IPC 302/120B.
CP-1122,CASE-0189,PERSON-0794,PERSON_OF_INTEREST,Subject of enquiry in Physical Assault and Grievous Hurt Case at Delhi under IPC 323/325.
CP-1123,CASE-0972,PERSON-0975,PERSON_OF_INTEREST,Subject of enquiry in Targeted Homicide Investigation in Siliguri under IPC 302/120B.
CP-1124,CASE-0098,PERSON-0195,WITNESS,Subject of enquiry in Kidnapping and Extortion Case at Nagpur under IPC 363/364A.
CP-1125,CASE-1233,PERSON-0099,ACCUSED,Subject of enquiry in Physical Assault and Grievous Hurt Case at Pune under IPC 323/325.
CP-1126,CASE-0047,PERSON-0437,WITNESS,Subject of enquiry in Kidnapping and Extortion Case at Durg under IPC 363/364A.
CP-1127,CASE-1093,PERSON-0300,SUSPECT,Subject of enquiry in Armed Robbery Incident at Delhi under IPC 392/397.
CP-1128,CASE-0400,PERSON-0234,ASSOCIATE,Subject of enquiry in Nocturnal Commercial Burglary in Delhi under IPC 457/380.
CP-1129,CASE-0930,PERSON-0268,SUSPECT,Subject of enquiry in Serial Asset and Vehicle Theft in Varanasi under IPC 379.
CP-1130,CASE-0272,PERSON-0984,ACCUSED,Subject of enquiry in Serial Asset and Vehicle Theft in Chennai under IPC 379.
CP-1131,CASE-0733,PERSON-0763,ASSOCIATE,Subject of enquiry in Physical Assault and Grievous Hurt Case at Delhi under IPC 323/325.
CP-1132,CASE-0415,PERSON-0384,PERSON_OF_INTEREST,Subject of enquiry in Kidnapping and Extortion Case at Chennai under IPC 363/364A.
CP-1133,CASE-0223,PERSON-0509,WITNESS,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Raipur under IPC 420/406.
CP-1134,CASE-0163,PERSON-0506,SUSPECT,Subject of enquiry in Physical Assault and Grievous Hurt Case at Siliguri under IPC 323/325.
CP-1135,CASE-0420,PERSON-0900,ASSOCIATE,Subject of enquiry in Targeted Homicide Investigation in Varanasi under IPC 302/120B.
CP-1136,CASE-0209,PERSON-0111,WITNESS,Subject of enquiry in Targeted Homicide Investigation in Delhi under IPC 302/120B.
CP-1137,CASE-0335,PERSON-0031,PERSON_OF_INTEREST,Subject of enquiry in Intimidation and Witness Tampering at Raipur under IPC 506.
CP-1138,CASE-0231,PERSON-0255,PERSON_OF_INTEREST,Subject of enquiry in Targeted Homicide Investigation in Chennai under IPC 302/120B.
CP-1139,CASE-0488,PERSON-0875,WITNESS,Subject of enquiry in Forged Documentation and Property Fraud in Pune under IPC 467/468/471.
CP-1140,CASE-0651,PERSON-0166,PERSON_OF_INTEREST,Subject of enquiry in Intimidation and Witness Tampering at Pune under IPC 506.
CP-1141,CASE-1016,PERSON-0590,WITNESS,Subject of enquiry in Kidnapping and Extortion Case at Durg under IPC 363/364A.
CP-1142,CASE-0707,PERSON-0416,SUSPECT,Subject of enquiry in Serial Asset and Vehicle Theft in Surat under IPC 379.
CP-1143,CASE-0390,PERSON-0254,PERSON_OF_INTEREST,Subject of enquiry in Armed Robbery Incident at Kolkata under IPC 392/397.
CP-1144,CASE-0153,PERSON-0943,REPORTING_PERSON,Subject of enquiry in Intimidation and Witness Tampering at Kolkata under IPC 506.
CP-1145,CASE-1117,PERSON-0334,ACCUSED,Subject of enquiry in Kidnapping and Extortion Case at Varanasi under IPC 363/364A.
CP-1146,CASE-0542,PERSON-0637,SUSPECT,Subject of enquiry in Targeted Homicide Investigation in Delhi under IPC 302/120B.
CP-1147,CASE-0346,PERSON-0916,WITNESS,Subject of enquiry in Serial Asset and Vehicle Theft in Lucknow under IPC 379.
CP-1148,CASE-0662,PERSON-0079,ASSOCIATE,Subject of enquiry in Forged Documentation and Property Fraud in Nagpur under IPC 467/468/471.
CP-1149,CASE-0811,PERSON-0332,WITNESS,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Nagpur under IPC 420/406.
CP-1150,CASE-0089,PERSON-0868,SUSPECT,Subject of enquiry in Armed Robbery Incident at Mumbai under IPC 392/397.
CP-1151,CASE-0884,PERSON-0313,ACCUSED,Subject of enquiry in Forged Documentation and Property Fraud in Kolkata under IPC 467/468/471.
CP-1152,CASE-0109,PERSON-0273,PERSON_OF_INTEREST,Subject of enquiry in Nocturnal Commercial Burglary in Siliguri under IPC 457/380.
CP-1153,CASE-0420,PERSON-0729,ACCUSED,Subject of enquiry in Targeted Homicide Investigation in Varanasi under IPC 302/120B.
CP-1154,CASE-0209,PERSON-0438,PERSON_OF_INTEREST,Subject of enquiry in Targeted Homicide Investigation in Delhi under IPC 302/120B.
CP-1155,CASE-1095,PERSON-0141,ASSOCIATE,Subject of enquiry in Intimidation and Witness Tampering at Delhi under IPC 506.
CP-1156,CASE-0949,PERSON-0789,PERSON_OF_INTEREST,Subject of enquiry in Serial Asset and Vehicle Theft in Delhi under IPC 379.
