case_id,fir_number,offence_category,title,legal_section,year,location,district,police_station,status
CASE-0354,FIR-2022-0354,Robbery,Armed Robbery Incident at Kolkata,IPC 392/397,2022,Kolkata,Kolkata,Burrabazar,OPEN
CASE-0355,FIR-2023-0355,Fraud,Commercial Fraud and Embezzlement Syndicate at Durg,IPC 420/406,2023,Durg,Durg,Durg Sadar,OPEN
CASE-0356,FIR-2023-0356,Assault,Physical Assault and Grievous Hurt Case at Lucknow,IPC 323/325,2023,Lucknow,Lucknow,Hazratganj,OPEN
CASE-0357,FIR-2024-0357,Robbery,Armed Robbery Incident at Siliguri,IPC 392/397,2024,Siliguri,Darjeeling,Siliguri PS,CLOSED
CASE-0358,FIR-2024-0358,Burglary,Nocturnal Commercial Burglary in Surat,IPC 457/380,2024,Surat,Surat,Varachha,CLOSED
CASE-0359,FIR-2023-0359,Extortion,Threat and Extortion Racket in Kolkata,IPC 384/386,2023,Kolkata,Kolkata,Ballygunge,CLOSED
CASE-0360,FIR-2023-0360,Criminal Intimidation,Intimidation and Witness Tampering at Howrah,IPC 506,2023,Howrah,Howrah,Howrah Town,OPEN
CASE-0361,FIR-2024-0361,Fraud,Commercial Fraud and Embezzlement Syndicate at Lucknow,IPC 420/406,2024,Lucknow,Lucknow,Hazratganj,CLOSED
CASE-0362,FIR-2021-0362,Kidnapping,Kidnapping and Extortion Case at Howrah,IPC 363/364A,2021,Howrah,Howrah,Howrah Town,CLOSED
CASE-0363,FIR-2024-0363,Assault,Physical Assault and Grievous Hurt Case at Siliguri,IPC 323/325,2024,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-0364,FIR-2023-0364,Criminal Intimidation,Intimidation and Witness Tampering at Siliguri,IPC 506,2023,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-0365,FIR-2022-0365,Kidnapping,Kidnapping and Extortion Case at Ahmedabad,IPC 363/364A,2022,Ahmedabad,Ahmedabad,Ellis Bridge,OPEN
CASE-0366,FIR-2021-0366,Kidnapping,Kidnapping and Extortion Case at Siliguri,IPC 363/364A,2021,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-0367,FIR-2021-0367,Forgery,Forged Documentation and Property Fraud in Bilaspur,IPC 467/468/471,2021,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-0368,FIR-2024-0368,Assault,Physical Assault and Grievous Hurt Case at Delhi,IPC 323/325,2024,Delhi,East Delhi,Preet Vihar,OPEN
CASE-0369,FIR-2024-0369,Extortion,Threat and Extortion Racket in Mumbai,IPC 384/386,2024,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-0370,FIR-2023-0370,Cybercrime,Digital Identity Theft and Financial Scam at Durg,IT Act 66D / IPC 420,2023,Durg,Durg,Durg Sadar,CLOSED
CASE-0371,FIR-2021-0371,Criminal Intimidation,Intimidation and Witness Tampering at Delhi,IPC 506,2021,Delhi,East Delhi,Preet Vihar,OPEN
CASE-0372,FIR-2022-0372,Criminal Intimidation,Intimidation and Witness Tampering at Kolkata,IPC 506,2022,Kolkata,Kolkata,Park Street,OPEN
CASE-0373,FIR-2022-0373,Criminal Intimidation,Intimidation and Witness Tampering at Durg,IPC 506,2022,Durg,Durg,Durg Sadar,OPEN
CASE-0374,FIR-2024-0374,Assault,Physical Assault and Grievous Hurt Case at Bilaspur,IPC 323/325,2024,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-0375,FIR-2024-0375,Fraud,Commercial Fraud and Embezzlement Syndicate at Howrah,IPC 420/406,2024,Howrah,Howrah,Howrah Town,OPEN
CASE-0376,FIR-2024-0376,Fraud,Commercial Fraud and Embezzlement Syndicate at Delhi,IPC 420/406,2024,Delhi,Central Delhi,Connaught Place,CLOSED
CASE-0377,FIR-2024-0377,Extortion,Threat and Extortion Racket in Delhi,IPC 384/386,2024,Delhi,East Delhi,Preet Vihar,CLOSED
CASE-0378,FIR-2023-0378,Cybercrime,Digital Identity Theft and Financial Scam at Kolkata,IT Act 66D / IPC 420,2023,Kolkata,Kolkata,Park Street,OPEN
CASE-0379,FIR-2021-0379,Murder,Targeted Homicide Investigation in Delhi,IPC 302/120B,2021,Delhi,Central Delhi,Connaught Place,OPEN
CASE-0380,FIR-2024-0380,Kidnapping,Kidnapping and Extortion Case at Varanasi,IPC 363/364A,2024,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-0381,FIR-2024-0381,Theft,Serial Asset and Vehicle Theft in Siliguri,IPC 379,2024,Siliguri,Darjeeling,Siliguri PS,CLOSED
CASE-0382,FIR-2021-0382,Burglary,Nocturnal Commercial Burglary in Mumbai,IPC 457/380,2021,Mumbai,Mumbai City,Colaba,CLOSED
CASE-0383,FIR-2022-0383,Theft,Serial Asset and Vehicle Theft in Surat,IPC 379,2022,Surat,Surat,Varachha,OPEN
CASE-0384,FIR-2021-0384,Assault,Physical Assault and Grievous Hurt Case at Delhi,IPC 323/325,2021,Delhi,Central Delhi,Connaught Place,OPEN
CASE-0385,FIR-2023-0385,Cybercrime,Digital Identity Theft and Financial Scam at Nagpur,IT Act 66D / IPC 420,2023,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-0386,FIR-2023-0386,Cybercrime,Digital Identity Theft and Financial Scam at Mumbai,IT Act 66D / IPC 420,2023,Mumbai,Mumbai City,Colaba,CLOSED
CASE-0387,FIR-2024-0387,Extortion,Threat and Extortion Racket in Ahmedabad,IPC 384/386,2024,Ahmedabad,Ahmedabad,Ellis Bridge,CLOSED
CASE-0388,FIR-2023-0388,Murder,Targeted Homicide Investigation in Raipur,IPC 302/120B,2023,Raipur,Raipur,Civil Lines,OPEN
CASE-0389,FIR-2023-0389,Theft,Serial Asset and Vehicle Theft in Lucknow,IPC 379,2023,Lucknow,Lucknow,Hazratganj,OPEN
CASE-0390,FIR-2021-0390,Robbery,Armed Robbery Incident at Kolkata,IPC 392/397,2021,Kolkata,Kolkata,Burrabazar,OPEN
CASE-0391,FIR-2021-0391,Cybercrime,Digital Identity Theft and Financial Scam at Durg,IT Act 66D / IPC 420,2021,Durg,Durg,Durg Sadar,CLOSED
CASE-0392,FIR-2023-0392,Burglary,Nocturnal Commercial Burglary in Ahmedabad,IPC 457/380,2023,Ahmedabad,Ahmedabad,Ellis Bridge,CLOSED
CASE-0393,FIR-2022-0393,Forgery,Forged Documentation and Property Fraud in Howrah,IPC 467/468/471,2022,Howrah,Howrah,Howrah Town,CLOSED
CASE-0394,FIR-2021-0394,Robbery,Armed Robbery Incident at Delhi,IPC 392/397,2021,Delhi,South Delhi,Hauz Khas,OPEN
CASE-0395,FIR-2021-0395,Fraud,Commercial Fraud and Embezzlement Syndicate at Howrah,IPC 420/406,2021,Howrah,Howrah,Howrah Town,CLOSED
CASE-0396,FIR-2023-0396,Extortion,Threat and Extortion Racket in Delhi,IPC 384/386,2023,Delhi,East Delhi,Preet Vihar,OPEN
CASE-0397,FIR-2023-0397,Kidnapping,Kidnapping and Extortion Case at Raipur,IPC 363/364A,2023,Raipur,Raipur,Civil Lines,OPEN
CASE-0398,FIR-2022-0398,Burglary,Nocturnal Commercial Burglary in Delhi,IPC 457/380,2022,Delhi,Central Delhi,Connaught Place,CLOSED
CASE-0399,FIR-2022-0399,Murder,Targeted Homicide Investigation in Chennai,IPC 302/120B,2022,Chennai,Chennai,Flower Bazaar,OPEN
CASE-0400,FIR-2023-0400,Burglary,Nocturnal Commercial Burglary in Delhi,IPC 457/380,2023,Delhi,East Delhi,Preet Vihar,OPEN
CASE-0401,FIR-2022-0401,Cybercrime,Digital Identity Theft and Financial Scam at Delhi,IT Act 66D / IPC 420,2022,Delhi,South Delhi,Hauz Khas,OPEN
CASE-0402,FIR-2022-0402,Kidnapping,Kidnapping and Extortion Case at Howrah,IPC 363/364A,2022,Howrah,Howrah,Howrah Town,OPEN
CASE-0403,FIR-2023-0403,Cybercrime,Digital Identity Theft and Financial Scam at Kolkata,IT Act 66D / IPC 420,2023,Kolkata,Kolkata,Park Street,CLOSED
CASE-0404,FIR-2021-0404,Murder,Targeted Homicide Investigation in Chennai,IPC 302/120B,2021,Chennai,Chennai,Flower Bazaar,OPEN
CASE-0405,FIR-2024-0405,Criminal Intimidation,Intimidation and Witness Tampering at Surat,IPC 506,2024,Surat,Surat,Varachha,OPEN
CASE-0406,FIR-2024-0406,Forgery,Forged Documentation and Property Fraud in Lucknow,IPC 467/468/471,2024,Lucknow,Lucknow,Hazratganj,OPEN
CASE-0407,FIR-2022-0407,Theft,Serial Asset and Vehicle Theft in Varanasi,IPC 379,2022,Varanasi,Varanasi,Dashashwamedh,CLOSED
CASE-0408,FIR-2024-0408,Burglary,Nocturnal Commercial Burglary in Delhi,IPC 457/380,2024,Delhi,South Delhi,Hauz Khas,CLOSED
CASE-0409,FIR-2022-0409,Murder,Targeted Homicide Investigation in Kolkata,IPC 302/120B,2022,Kolkata,Kolkata,Burrabazar,CLOSED
CASE-0410,FIR-2021-0410,Fraud,Commercial Fraud and Embezzlement Syndicate at Howrah,IPC 420/406,2021,Howrah,Howrah,Howrah Town,OPEN
CASE-0411,FIR-2023-0411,Kidnapping,Kidnapping and Extortion Case at Varanasi,IPC 363/364A,2023,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-0412,FIR-2024-0412,Fraud,Commercial Fraud and Embezzlement Syndicate at Mumbai,IPC 420/406,2024,Mumbai,Mumbai City,Colaba,CLOSED
CASE-0413,FIR-2023-0413,Extortion,Threat and Extortion Racket in Raipur,IPC 384/386,2023,Raipur,Raipur,Civil Lines,OPEN
CASE-0414,FIR-2023-0414,Murder,Targeted Homicide Investigation in Durg,IPC 302/120B,2023,Durg,Durg,Durg Sadar,OPEN
CASE-0415,FIR-2021-0415,Kidnapping,Kidnapping and Extortion Case at Chennai,IPC 363/364A,2021,Chennai,Chennai,Flower Bazaar,OPEN
CASE-0416,FIR-2021-0416,Fraud,Commercial Fraud and Embezzlement Syndicate at Kolkata,IPC 420/406,2021,Kolkata,Kolkata,Park Street,OPEN
CASE-0417,FIR-2023-0417,Fraud,Commercial Fraud and Embezzlement Syndicate at Bilaspur,IPC 420/406,2023,Bilaspur,Bilaspur,City Kotwali,CLOSED
CASE-0418,FIR-2022-0418,Kidnapping,Kidnapping and Extortion Case at Siliguri,IPC 363/364A,2022,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-0419,FIR-2022-0419,Theft,Serial Asset and Vehicle Theft in Kolkata,IPC 379,2022,Kolkata,Kolkata,Ballygunge,OPEN
CASE-0420,FIR-2021-0420,Murder,Targeted Homicide Investigation in Varanasi,IPC 302/120B,2021,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-0421,FIR-2021-0421,Extortion,Threat and Extortion Racket in Delhi,IPC 384/386,2021,Delhi,South Delhi,Hauz Khas,CLOSED
CASE-0422,FIR-2023-0422,Burglary,Nocturnal Commercial Burglary in Siliguri,IPC 457/380,2023,Siliguri,Darjeeling,Siliguri PS,CLOSED
CASE-0423,FIR-2024-0423,Extortion,Threat and Extortion Racket in Kolkata,IPC 384/386,2024,Kolkata,Kolkata,Ballygunge,OPEN
CASE-0424,FIR-2024-0424,Criminal Intimidation,Intimidation and Witness Tampering at Nagpur,IPC 506,2024,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-0425,FIR-2021-0425,Forgery,Forged Documentation and Property Fraud in Kolkata,IPC 467/468/471,2021,Kolkata,Kolkata,Park Street,OPEN
CASE-0426,FIR-2024-0426,Forgery,Forged Documentation and Property Fraud in Chennai,IPC 467/468/471,2024,Chennai,Chennai,Flower Bazaar,CLOSED
CASE-0427,FIR-2024-0427,Kidnapping,Kidnapping and Extortion Case at Chennai,IPC 363/364A,2024,Chennai,Chennai,Flower Bazaar,OPEN
CASE-0428,FIR-2024-0428,Robbery,Armed Robbery Incident at Siliguri,IPC 392/397,2024,Siliguri,Darjeeling,Siliguri PS,CLOSED
CASE-0429,FIR-2021-0429,Assault,Physical Assault and Grievous Hurt Case at Siliguri,IPC 323/325,2021,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-0430,FIR-2023-0430,Murder,Targeted Homicide Investigation in Nagpur,IPC 302/120B,2023,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-0431,FIR-2022-0431,Robbery,Armed Robbery Incident at Kolkata,IPC 392/397,2022,Kolkata,Kolkata,Ballygunge,OPEN
CASE-0432,FIR-2022-0432,Murder,Targeted Homicide Investigation in Kolkata,IPC 302/120B,2022,Kolkata,Kolkata,Park Street,OPEN
CASE-0433,FIR-2021-0433,Assault,Physical Assault and Grievous Hurt Case at Lucknow,IPC 323/325,2021,Lucknow,Lucknow,Hazratganj,CLOSED
CASE-0434,FIR-2021-0434,Kidnapping,Kidnapping and Extortion Case at Durg,IPC 363/364A,2021,Durg,Durg,Durg Sadar,OPEN
CASE-0435,FIR-2022-0435,Cybercrime,Digital Identity Theft and Financial Scam at Delhi,IT Act 66D / IPC 420,2022,Delhi,East Delhi,Preet Vihar,OPEN
CASE-0436,FIR-2022-0436,Theft,Serial Asset and Vehicle Theft in Nagpur,IPC 379,2022,Nagpur,Nagpur,Sitabuldi,CLOSED
CASE-0437,FIR-2024-0437,Cybercrime,Digital Identity Theft and Financial Scam at Varanasi,IT Act 66D / IPC 420,2024,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-0438,FIR-2021-0438,Extortion,Threat and Extortion Racket in Kolkata,IPC 384/386,2021,Kolkata,Kolkata,Burrabazar,OPEN
CASE-0439,FIR-2024-0439,Assault,Physical Assault and Grievous Hurt Case at Bilaspur,IPC 323/325,2024,Bilaspur,Bilaspur,City Kotwali,CLOSED
CASE-0440,FIR-2024-0440,Theft,Serial Asset and Vehicle Theft in Durg,IPC 379,2024,Durg,Durg,Durg Sadar,CLOSED
CASE-0441,FIR-2023-0441,Theft,Serial Asset and Vehicle Theft in Chennai,IPC 379,2023,Chennai,Chennai,Flower Bazaar,CLOSED
CASE-0442,FIR-2023-0442,Forgery,Forged Documentation and Property Fraud in Surat,IPC 467/468/471,2023,Surat,Surat,Varachha,OPEN
CASE-0443,FIR-2021-0443,Assault,Physical Assault and Grievous Hurt Case at Surat,IPC 323/325,2021,Surat,Surat,Varachha,OPEN
CASE-0444,FIR-2024-0444,Robbery,Armed Robbery Incident at Varanasi,IPC 392/397,2024,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-0445,FIR-2022-0445,Forgery,Forged Documentation and Property Fraud in Siliguri,IPC 467/468/471,2022,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-0446,FIR-2021-0446,Assault,Physical Assault and Grievous Hurt Case at Bilaspur,IPC 323/325,2021,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-0447,FIR-2022-0447,Cybercrime,Digital Identity Theft and Financial Scam at Kolkata,IT Act 66D / IPC 420,2022,Kolkata,Kolkata,Ballygunge,CLOSED
CASE-0448,FIR-2021-0448,Criminal Intimidation,Intimidation and Witness Tampering at Delhi,IPC 506,2021,Delhi,East Delhi,Preet Vihar,OPEN
CASE-0449,FIR-2023-0449,Kidnapping,Kidnapping and Extortion Case at Mumbai,IPC 363/364A,2023,Mumbai,Mumbai City,Colaba,OPEN
CASE-0450,FIR-2021-0450,Fraud,Commercial Fraud and Embezzlement Syndicate at Kolkata,IPC 420/406,2021,Kolkata,Kolkata,Burrabazar,OPEN
CASE-0451,FIR-2024-0451,Murder,Targeted Homicide Investigation in Delhi,IPC 302/120B,2024,Delhi,Central Delhi,Connaught Place,OPEN
CASE-0452,FIR-2024-0452,Robbery,Armed Robbery Incident at Delhi,IPC 392/397,2024,Delhi,Central Delhi,Connaught Place,OPEN
CASE-0453,FIR-2022-0453,Forgery,Forged Documentation and Property Fraud in Delhi,IPC 467/468/471,2022,Delhi,Central Delhi,Connaught Place,CLOSED
CASE-0454,FIR-2023-0454,Assault,Physical Assault and Grievous Hurt Case at Kolkata,IPC 323/325,2023,Kolkata,Kolkata,Ballygunge,OPEN
CASE-0455,FIR-2023-0455,Theft,Serial Asset and Vehicle Theft in Kolkata,IPC 379,2023,Kolkata,Kolkata,Park Street,CLOSED
CASE-0456,FIR-2022-0456,Fraud,Commercial Fraud and Embezzlement Syndicate at Lucknow,IPC 420/406,2022,Lucknow,Lucknow,Hazratganj,CLOSED
CASE-0457,FIR-2024-0457,Theft,Serial Asset and Vehicle Theft in Varanasi,IPC 379,2024,Varanasi,Varanasi,Dashashwamedh,CLOSED
CASE-0458,FIR-2024-0458,Kidnapping,Kidnapping and Extortion Case at Howrah,IPC 363/364A,2024,Howrah,Howrah,Howrah Town,CLOSED
CASE-0459,FIR-2024-0459,Criminal Intimidation,Intimidation and Witness Tampering at Mumbai,IPC 506,2024,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-0460,FIR-2023-0460,Murder,Targeted Homicide Investigation in Surat,IPC 302/120B,2023,Surat,Surat,Varachha,OPEN
CASE-0461,FIR-2022-0461,Robbery,Armed Robbery Incident at Delhi,IPC 392/397,2022,Delhi,East Delhi,Preet Vihar,OPEN
CASE-0462,FIR-2023-0462,Kidnapping,Kidnapping and Extortion Case at Mumbai,IPC 363/364A,2023,Mumbai,Mumbai City,Colaba,OPEN
CASE-0463,FIR-2023-0463,Forgery,Forged Documentation and Property Fraud in Chennai,IPC 467/468/471,2023,Chennai,Chennai,Flower Bazaar,OPEN
CASE-0464,FIR-2023-0464,Robbery,Armed Robbery Incident at Kolkata,IPC 392/397,2023,Kolkata,Kolkata,Ballygunge,OPEN
CASE-0465,FIR-2021-0465,Criminal Intimidation,Intimidation and Witness Tampering at Mumbai,IPC 506,2021,Mumbai,Mumbai City,Colaba,OPEN
CASE-0466,FIR-2023-0466,Murder,Targeted Homicide Investigation in Pune,IPC 302/120B,2023,Pune,Pune,Shivajinagar,CLOSED
CASE-0467,FIR-2021-0467,Burglary,Nocturnal Commercial Burglary in Delhi,IPC 457/380,2021,Delhi,East Delhi,Preet Vihar,OPEN
CASE-0468,FIR-2023-0468,Burglary,Nocturnal Commercial Burglary in Kolkata,IPC 457/380,2023,Kolkata,Kolkata,Ballygunge,OPEN
CASE-0469,FIR-2024-0469,Assault,Physical Assault and Grievous Hurt Case at Bilaspur,IPC 323/325,2024,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-0470,FIR-2023-0470,Extortion,Threat and Extortion Racket in Mumbai,IPC 384/386,2023,Mumbai,Mumbai City,Colaba,CLOSED
CASE-0471,FIR-2023-0471,Burglary,Nocturnal Commercial Burglary in Raipur,IPC 457/380,2023,Raipur,Raipur,Civil Lines,CLOSED
CASE-0472,FIR-2024-0472,Fraud,Commercial Fraud and Embezzlement Syndicate at Mumbai,IPC 420/406,2024,Mumbai,Mumbai City,Colaba,OPEN
CASE-0473,FIR-2022-0473,Criminal Intimidation,Intimidation and Witness Tampering at Raipur,IPC 506,2022,Raipur,Raipur,Civil Lines,CLOSED
CASE-0474,FIR-2022-0474,Criminal Intimidation,Intimidation and Witness Tampering at Kolkata,IPC 506,2022,Kolkata,Kolkata,Ballygunge,OPEN
CASE-0475,FIR-2024-0475,Kidnapping,Kidnapping and Extortion Case at Raipur,IPC 363/364A,2024,Raipur,Raipur,Civil Lines,OPEN
CASE-0476,FIR-2022-0476,Kidnapping,Kidnapping and Extortion Case at Chennai,IPC 363/364A,2022,Chennai,Chennai,Flower Bazaar,OPEN
CASE-0477,FIR-2021-0477,Fraud,Commercial Fraud and Embezzlement Syndicate at Mumbai,IPC 420/406,2021,Mumbai,Mumbai City,Colaba,CLOSED
CASE-0478,FIR-2021-0478,Theft,Serial Asset and Vehicle Theft in Chennai,IPC 379,2021,Chennai,Chennai,Flower Bazaar,OPEN
CASE-0479,FIR-2021-0479,Theft,Serial Asset and Vehicle Theft in Howrah,IPC 379,2021,Howrah,Howrah,Howrah Town,OPEN
CASE-0480,FIR-2021-0480,Extortion,Threat and Extortion Racket in Surat,IPC 384/386,2021,Surat,Surat,Varachha,OPEN
CASE-0481,FIR-2023-0481,Theft,Serial Asset and Vehicle Theft in Lucknow,IPC 379,2023,Lucknow,Lucknow,Hazratganj,CLOSED
CASE-0482,FIR-2021-0482,Criminal Intimidation,Intimidation and Witness Tampering at Delhi,IPC 506,2021,Delhi,South Delhi,Hauz Khas,OPEN
CASE-0483,FIR-2021-0483,Fraud,Commercial Fraud and Embezzlement Syndicate at Siliguri,IPC 420/406,2021,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-0484,FIR-2024-0484,Theft,Serial Asset and Vehicle Theft in Pune,IPC 379,2024,Pune,Pune,Shivajinagar,CLOSED
CASE-0485,FIR-2023-0485,Theft,Serial Asset and Vehicle Theft in Ahmedabad,IPC 379,2023,Ahmedabad,Ahmedabad,Ellis Bridge,OPEN
CASE-0486,FIR-2021-0486,Cybercrime,Digital Identity Theft and Financial Scam at Nagpur,IT Act 66D / IPC 420,2021,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-0487,FIR-2021-0487,Cybercrime,Digital Identity Theft and Financial Scam at Lucknow,IT Act 66D / IPC 420,2021,Lucknow,Lucknow,Hazratganj,OPEN
CASE-0488,FIR-2023-0488,Forgery,Forged Documentation and Property Fraud in Pune,IPC 467/468/471,2023,Pune,Pune,Shivajinagar,CLOSED
CASE-0489,FIR-2021-0489,Robbery,Armed Robbery Incident at Lucknow,IPC 392/397,2021,Lucknow,Lucknow,Hazratganj,CLOSED
CASE-0490,FIR-2021-0490,Cybercrime,Digital Identity Theft and Financial Scam at Delhi,IT Act 66D / IPC 420,2021,Delhi,Central Delhi,Connaught Place,CLOSED
CASE-0491,FIR-2024-0491,Forgery,Forged Documentation and Property Fraud in Lucknow,IPC 467/468/471,2024,Lucknow,Lucknow,Hazratganj,OPEN
CASE-0492,FIR-2021-0492,Extortion,Threat and Extortion Racket in Surat,IPC 384/386,2021,Surat,Surat,Varachha,OPEN
CASE-0493,FIR-2024-0493,Criminal Intimidation,Intimidation and Witness Tampering at Surat,IPC 506,2024,Surat,Surat,Varachha,OPEN
CASE-0494,FIR-2023-0494,Forgery,Forged Documentation and Property Fraud in Lucknow,IPC 467/468/471,2023,Lucknow,Lucknow,Hazratganj,CLOSED
CASE-0495,FIR-2023-0495,Theft,Serial Asset and Vehicle Theft in Durg,IPC 379,2023,Durg,Durg,Durg Sadar,OPEN
CASE-0496,FIR-2022-0496,Theft,Serial Asset and Vehicle Theft in Howrah,IPC 379,2022,Howrah,Howrah,Howrah Town,OPEN
CASE-0497,FIR-2021-0497,Robbery,Armed Robbery Incident at Nagpur,IPC 392/397,2021,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-0498,FIR-2023-0498,Assault,Physical Assault and Grievous Hurt Case at Kolkata,IPC 323/325,2023,Kolkata,Kolkata,Burrabazar,CLOSED
CASE-0499,FIR-2024-0499,Murder,Targeted Homicide Investigation in Durg,IPC 302/120B,2024,Durg,Durg,Durg Sadar,CLOSED
CASE-0500,FIR-2022-0500,Forgery,Forged Documentation and Property Fraud in Lucknow,IPC 467/468/471,2022,Lucknow,Lucknow,Hazratganj,CLOSED
CASE-0501,FIR-2022-0501,Forgery,Forged Documentation and Property Fraud in Delhi,IPC 467/468/471,2022,Delhi,South Delhi,Hauz Khas,OPEN
CASE-0502,FIR-2023-0502,Fraud,Commercial Fraud and Embezzlement Syndicate at Pune,IPC 420/406,2023,Pune,Pune,Shivajinagar,OPEN
CASE-0503,FIR-2022-0503,Robbery,Armed Robbery Incident at Delhi,IPC 392/397,2022,Delhi,South Delhi,Hauz Khas,OPEN
CASE-0504,FIR-2022-0504,Criminal Intimidation,Intimidation and Witness Tampering at Bilaspur,IPC 506,2022,Bilaspur,Bilaspur,City Kotwali,CLOSED
CASE-0505,FIR-2021-0505,Kidnapping,Kidnapping and Extortion Case at Raipur,IPC 363/364A,2021,Raipur,Raipur,Civil Lines,OPEN
CASE-0506,FIR-2021-0506,Assault,Physical Assault and Grievous Hurt Case at Ahmedabad,IPC 323/325,2021,Ahmedabad,Ahmedabad,Ellis Bridge,OPEN
CASE-0507,FIR-2021-0507,Kidnapping,Kidnapping and Extortion Case at Delhi,IPC 363/364A,2021,Delhi,South Delhi,Hauz Khas,CLOSED
CASE-0508,FIR-2024-0508,Extortion,Threat and Extortion Racket in Siliguri,IPC 384/386,2024,Siliguri,Darjeeling,Siliguri PS,CLOSED
CASE-0509,FIR-2024-0509,Theft,Serial Asset and Vehicle Theft in Siliguri,IPC 379,2024,Siliguri,Darjeeling,Siliguri PS,CLOSED
CASE-0510,FIR-2021-0510,Forgery,Forged Documentation and Property Fraud in Mumbai,IPC 467/468/471,2021,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-0511,FIR-2021-0511,Theft,Serial Asset and Vehicle Theft in Lucknow,IPC 379,2021,Lucknow,Lucknow,Hazratganj,CLOSED
CASE-0512,FIR-2023-0512,Kidnapping,Kidnapping and Extortion Case at Kolkata,IPC 363/364A,2023,Kolkata,Kolkata,Burrabazar,CLOSED
CASE-0513,FIR-2024-0513,Robbery,Armed Robbery Incident at Delhi,IPC 392/397,2024,Delhi,East Delhi,Preet Vihar,OPEN
CASE-0514,FIR-2022-0514,Burglary,Nocturnal Commercial Burglary in Siliguri,IPC 457/380,2022,Siliguri,Darjeeling,Siliguri PS,CLOSED
CASE-0515,FIR-2021-0515,Murder,Targeted Homicide Investigation in Surat,IPC 302/120B,2021,Surat,Surat,Varachha,OPEN
CASE-0516,FIR-2023-0516,Kidnapping,Kidnapping and Extortion Case at Lucknow,IPC 363/364A,2023,Lucknow,Lucknow,Hazratganj,CLOSED
CASE-0517,FIR-2023-0517,Burglary,Nocturnal Commercial Burglary in Delhi,IPC 457/380,2023,Delhi,Central Delhi,Connaught Place,OPEN
CASE-0518,FIR-2023-0518,Assault,Physical Assault and Grievous Hurt Case at Lucknow,IPC 323/325,2023,Lucknow,Lucknow,Hazratganj,CLOSED
CASE-0519,FIR-2023-0519,Extortion,Threat and Extortion Racket in Durg,IPC 384/386,2023,Durg,Durg,Durg Sadar,OPEN
CASE-0520,FIR-2024-0520,Kidnapping,Kidnapping and Extortion Case at Lucknow,IPC 363/364A,2024,Lucknow,Lucknow,Hazratganj,OPEN
CASE-0521,FIR-2022-0521,Robbery,Armed Robbery Incident at Pune,IPC 392/397,2022,Pune,Pune,Shivajinagar,CLOSED
CASE-0522,FIR-2024-0522,Kidnapping,Kidnapping and Extortion Case at Bilaspur,IPC 363/364A,2024,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-0523,FIR-2023-0523,Murder,Targeted Homicide Investigation in Varanasi,IPC 302/120B,2023,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-0524,FIR-2021-0524,Fraud,Commercial Fraud and Embezzlement Syndicate at Raipur,IPC 420/406,2021,Raipur,Raipur,Civil Lines,OPEN
CASE-0525,FIR-2022-0525,Burglary,Nocturnal Commercial Burglary in Delhi,IPC 457/380,2022,Delhi,East Delhi,Preet Vihar,CLOSED
CASE-0526,FIR-2021-0526,Fraud,Commercial Fraud and Embezzlement Syndicate at Mumbai,IPC 420/406,2021,Mumbai,Mumbai City,Colaba,CLOSED
CASE-0527,FIR-2022-0527,Criminal Intimidation,Intimidation and Witness Tampering at Mumbai,IPC 506,2022,Mumbai,Mumbai City,Colaba,OPEN
CASE-0528,FIR-2022-0528,Assault,Physical Assault and Grievous Hurt Case at Surat,IPC 323/325,2022,Surat,Surat,Varachha,OPEN
CASE-0529,FIR-2022-0529,Kidnapping,Kidnapping and Extortion Case at Chennai,IPC 363/364A,2022,Chennai,Chennai,Flower Bazaar,OPEN
CASE-0530,FIR-2022-0530,Kidnapping,Kidnapping and Extortion Case at Nagpur,IPC 363/364A,2022,Nagpur,Nagpur,Sitabuldi,OPEN
