transaction_id,case_id,source_person_id,target_person_id,source_account_id,target_account_id,amount,description
TXN-0297,CASE-0309,PERSON-0089,PERSON-0345,BANK-0089,BANK-0345,500000,Synthetic transaction record: PERSON-0089 transferred INR 500000 to PERSON-0345 linked to CASE-0309.
TXN-0298,CASE-0887,PERSON-0864,PERSON-0259,BANK-0414,BANK-0259,250000,Synthetic transaction record: PERSON-0864 transferred INR 250000 to PERSON-0259 linked to CASE-0887.
TXN-0299,CASE-0730,PERSON-0168,PERSON-0366,BANK-0168,BANK-0366,75000,Synthetic transaction record: PERSON-0168 transferred INR 75000 to PERSON-0366 linked to CASE-0730.
TXN-0300,CASE-1178,PERSON-0805,PERSON-0177,BANK-0355,BANK-0177,25000,Synthetic transaction record: PERSON-0805 transferred INR 25000 to PERSON-0177 linked to CASE-1178.
TXN-0301,CASE-0819,PERSON-0676,PERSON-0708,BANK-0226,BANK-0258,75000,Synthetic transaction record: PERSON-0676 transferred INR 75000 to PERSON-0708 linked to CASE-0819.
TXN-0302,CASE-0580,PERSON-0659,PERSON-0839,BANK-0209,BANK-0389,25000,Synthetic transaction record: PERSON-0659 transferred INR 25000 to PERSON-0839 linked to CASE-0580.
TXN-0303,CASE-0254,PERSON-0104,PERSON-0687,BANK-0104,BANK-0237,500000,Synthetic transaction record: PERSON-0104 transferred INR 500000 to PERSON-0687 linked to CASE-0254.
TXN-0304,CASE-1010,PERSON-0793,PERSON-0201,BANK-0343,BANK-0201,250000,Synthetic transaction record: PERSON-0793 transferred INR 250000 to PERSON-0201 linked to CASE-1010.
TXN-0305,CASE-1128,PERSON-0083,PERSON-0544,BANK-0083,BANK-0094,50000,Synthetic transaction record: PERSON-0083 transferred INR 50000 to PERSON-0544 linked to CASE-1128.
TXN-0306,CASE-0950,PERSON-0256,PERSON-0003,BANK-0256,BANK-0003,500000,Synthetic transaction record: PERSON-0256 transferred INR 500000 to PERSON-0003 linked to CASE-0950.
TXN-0307,CASE-0879,PERSON-0240,PERSON-0315,BANK-0240,BANK-0315,50000,Synthetic transaction record: PERSON-0240 transferred INR 50000 to PERSON-0315 linked to CASE-0879.
TXN-0308,CASE-0691,PERSON-0694,PERSON-0601,BANK-0244,BANK-0151,75000,Synthetic transaction record: PERSON-0694 transferred INR 75000 to PERSON-0601 linked to CASE-0691.
TXN-0309,CASE-1025,PERSON-0896,PERSON-0885,BANK-0446,BANK-0435,250000,Synthetic transaction record: PERSON-0896 transferred INR 250000 to PERSON-0885 linked to CASE-1025.
TXN-0310,CASE-0367,PERSON-0742,PERSON-0067,BANK-0292,BANK-0067,250000,Synthetic transaction record: PERSON-0742 transferred INR 250000 to PERSON-0067 linked to CASE-0367.
TXN-0311,CASE-1059,PERSON-0284,PERSON-0601,BANK-0284,BANK-0151,150000,Synthetic transaction record: PERSON-0284 transferred INR 150000 to PERSON-0601 linked to CASE-1059.
TXN-0312,CASE-1100,PERSON-0024,PERSON-0415,BANK-0024,BANK-0415,150000,Synthetic transaction record: PERSON-0024 transferred INR 150000 to PERSON-0415 linked to CASE-1100.
TXN-0313,CASE-0532,PERSON-0887,PERSON-0793,BANK-0437,BANK-0343,25000,Synthetic transaction record: PERSON-0887 transferred INR 25000 to PERSON-0793 linked to CASE-0532.
TXN-0314,CASE-0712,PERSON-0868,PERSON-0101,BANK-0418,BANK-0101,25000,Synthetic transaction record: PERSON-0868 transferred INR 25000 to PERSON-0101 linked to CASE-0712.
TXN-0315,CASE-0090,PERSON-0187,PERSON-0094,BANK-0187,BANK-0094,50000,Synthetic transaction record: PERSON-0187 transferred INR 50000 to PERSON-0094 linked to CASE-0090.
TXN-0316,CASE-0760,PERSON-0319,PERSON-0201,BANK-0319,BANK-0201,500000,Synthetic transaction record: PERSON-0319 transferred INR 500000 to PERSON-0201 linked to CASE-0760.
TXN-0317,CASE-0572,PERSON-0085,PERSON-0822,BANK-0085,BANK-0372,500000,Synthetic transaction record: PERSON-0085 transferred INR 500000 to PERSON-0822 linked to CASE-0572.
TXN-0318,CASE-0382,PERSON-0254,PERSON-0884,BANK-0254,BANK-0434,25000,Synthetic transaction record: PERSON-0254 transferred INR 25000 to PERSON-0884 linked to CASE-0382.
TXN-0319,CASE-0243,PERSON-0726,PERSON-0412,BANK-0276,BANK-0412,25000,Synthetic transaction record: PERSON-0726 transferred INR 25000 to PERSON-0412 linked to CASE-0243.
TXN-0320,CASE-0637,PERSON-0626,PERSON-0762,BANK-0176,BANK-0312,250000,Synthetic transaction record: PERSON-0626 transferred INR 250000 to PERSON-0762 linked to CASE-0637.
TXN-0321,CASE-0869,PERSON-0005,PERSON-0844,BANK-0005,BANK-0394,50000,Synthetic transaction record: PERSON-0005 transferred INR 50000 to PERSON-0844 linked to CASE-0869.
TXN-0322,CASE-1018,PERSON-0146,PERSON-0103,BANK-0146,BANK-0103,500000,Synthetic transaction record: PERSON-0146 transferred INR 500000 to PERSON-0103 linked to CASE-1018.
TXN-0323,CASE-1035,PERSON-0395,PERSON-0055,BANK-0395,BANK-0055,25000,Synthetic transaction record: PERSON-0395 transferred INR 25000 to PERSON-0055 linked to CASE-1035.
TXN-0324,CASE-0415,PERSON-0168,PERSON-0064,BANK-0168,BANK-0064,500000,Synthetic transaction record: PERSON-0168 transferred INR 500000 to PERSON-0064 linked to CASE-0415.
TXN-0325,CASE-0413,PERSON-0108,PERSON-0609,BANK-0108,BANK-0159,150000,Synthetic transaction record: PERSON-0108 transferred INR 150000 to PERSON-0609 linked to CASE-0413.
TXN-0326,CASE-1128,PERSON-0848,PERSON-0607,BANK-0398,BANK-0157,250000,Synthetic transaction record: PERSON-0848 transferred INR 250000 to PERSON-0607 linked to CASE-1128.
TXN-0327,CASE-1238,PERSON-0935,PERSON-0981,BANK-0035,BANK-0081,25000,Synthetic transaction record: PERSON-0935 transferred INR 25000 to PERSON-0981 linked to CASE-1238.
TXN-0328,CASE-0165,PERSON-0092,PERSON-0827,BANK-0092,BANK-0377,75000,Synthetic transaction record: PERSON-0092 transferred INR 75000 to PERSON-0827 linked to CASE-0165.
TXN-0329,CASE-0067,PERSON-0961,PERSON-0014,BANK-0061,BANK-0014,50000,Synthetic transaction record: PERSON-0961 transferred INR 50000 to PERSON-0014 linked to CASE-0067.
TXN-0330,CASE-0610,PERSON-0942,PERSON-0960,BANK-0042,BANK-0060,150000,Synthetic transaction record: PERSON-0942 transferred INR 150000 to PERSON-0960 linked to CASE-0610.
TXN-0331,CASE-0240,PERSON-0247,PERSON-0110,BANK-0247,BANK-0110,500000,Synthetic transaction record: PERSON-0247 transferred INR 500000 to PERSON-0110 linked to CASE-0240.
TXN-0332,CASE-1017,PERSON-0766,PERSON-0102,BANK-0316,BANK-0102,250000,Synthetic transaction record: PERSON-0766 transferred INR 250000 to PERSON-0102 linked to CASE-1017.
TXN-0333,CASE-0956,PERSON-0781,PERSON-0668,BANK-0331,BANK-0218,250000,Synthetic transaction record: PERSON-0781 transferred INR 250000 to PERSON-0668 linked to CASE-0956.
TXN-0334,CASE-0850,PERSON-0047,PERSON-0800,BANK-0047,BANK-0350,500000,Synthetic transaction record: PERSON-0047 transferred INR 500000 to PERSON-0800 linked to CASE-0850.
TXN-0335,CASE-0215,PERSON-0906,PERSON-0646,BANK-0006,BANK-0196,150000,Synthetic transaction record: PERSON-0906 transferred INR 150000 to PERSON-0646 linked to CASE-0215.
TXN-0336,CASE-0319,PERSON-0779,PERSON-0963,BANK-0329,BANK-0063,75000,Synthetic transaction record: PERSON-0779 transferred INR 75000 to PERSON-0963 linked to CASE-0319.
TXN-0337,CASE-0105,PERSON-0740,PERSON-0520,BANK-0290,BANK-0070,75000,Synthetic transaction record: PERSON-0740 transferred INR 75000 to PERSON-0520 linked to CASE-0105.
TXN-0338,CASE-0202,PERSON-0596,PERSON-0664,BANK-0146,BANK-0214,75000,Synthetic transaction record: PERSON-0596 transferred INR 75000 to PERSON-0664 linked to CASE-0202.
TXN-0339,CASE-0956,PERSON-0842,PERSON-0537,BANK-0392,BANK-0087,75000,Synthetic transaction record: PERSON-0842 transferred INR 75000 to PERSON-0537 linked to CASE-0956.
TXN-0340,CASE-0747,PERSON-0944,PERSON-0010,BANK-0044,BANK-0010,500000,Synthetic transaction record: PERSON-0944 transferred INR 500000 to PERSON-0010 linked to CASE-0747.
TXN-0341,CASE-0247,PERSON-0079,PERSON-0211,BANK-0079,BANK-0211,150000,Synthetic transaction record: PERSON-0079 transferred INR 150000 to PERSON-0211 linked to CASE-0247.
TXN-0342,CASE-0698,PERSON-0229,PERSON-0346,BANK-0229,BANK-0346,250000,Synthetic transaction record: PERSON-0229 transferred INR 250000 to PERSON-0346 linked to CASE-0698.
TXN-0343,CASE-0340,PERSON-0724,PERSON-0123,BANK-0274,BANK-0123,25000,Synthetic transaction record: PERSON-0724 transferred INR 25000 to PERSON-0123 linked to CASE-0340.
TXN-0344,CASE-0968,PERSON-0945,PERSON-0171,BANK-0045,BANK-0171,250000,Synthetic transaction record: PERSON-0945 transferred INR 250000 to PERSON-0171 linked to CASE-0968.
TXN-0345,CASE-1083,PERSON-0693,PERSON-0889,BANK-0243,BANK-0439,150000,Synthetic transaction record: PERSON-0693 transferred INR 150000 to PERSON-0889 linked to CASE-1083.
TXN-0346,CASE-1071,PERSON-0763,PERSON-0004,BANK-0313,BANK-0004,150000,Synthetic transaction record: PERSON-0763 transferred INR 150000 to PERSON-0004 linked to CASE-1071.
TXN-0347,CASE-0282,PERSON-0799,PERSON-0480,BANK-0349,BANK-0030,250000,Synthetic transaction record: PERSON-0799 transferred INR 250000 to PERSON-0480 linked to CASE-0282.
TXN-0348,CASE-0116,PERSON-0733,PERSON-0233,BANK-0283,BANK-0233,150000,Synthetic transaction record: PERSON-0733 transferred INR 150000 to PERSON-0233 linked to CASE-0116.
TXN-0349,CASE-0230,PERSON-0969,PERSON-0426,BANK-0069,BANK-0426,25000,Synthetic transaction record: PERSON-0969 transferred INR 25000 to PERSON-0426 linked to CASE-0230.
TXN-0350,CASE-0874,PERSON-0029,PERSON-0566,BANK-0029,BANK-0116,500000,Synthetic transaction record: PERSON-0029 transferred INR 500000 to PERSON-0566 linked to CASE-0874.
TXN-0351,CASE-1049,PERSON-0114,PERSON-0798,BANK-0114,BANK-0348,250000,Synthetic transaction record: PERSON-0114 transferred INR 250000 to PERSON-0798 linked to CASE-1049.
TXN-0352,CASE-0963,PERSON-1000,PERSON-0855,BANK-0100,BANK-0405,50000,Synthetic transaction record: PERSON-1000 transferred INR 50000 to PERSON-0855 linked to CASE-0963.
TXN-0353,CASE-0266,PERSON-0916,PERSON-0208,BANK-0016,BANK-0208,500000,Synthetic transaction record: PERSON-0916 transferred INR 500000 to PERSON-0208 linked to CASE-0266.
TXN-0354,CASE-1221,PERSON-0901,PERSON-0777,BANK-0001,BANK-0327,250000,Synthetic transaction record: PERSON-0901 transferred INR 250000 to PERSON-0777 linked to CASE-1221.
TXN-0355,CASE-0787,PERSON-0258,PERSON-0493,BANK-0258,BANK-0043,150000,Synthetic transaction record: PERSON-0258 transferred INR 150000 to PERSON-0493 linked to CASE-0787.
TXN-0356,CASE-0248,PERSON-0549,PERSON-0203,BANK-0099,BANK-0203,150000,Synthetic transaction record: PERSON-0549 transferred INR 150000 to PERSON-0203 linked to CASE-0248.
TXN-0357,CASE-0694,PERSON-0858,PERSON-0233,BANK-0408,BANK-0233,25000,Synthetic transaction record: PERSON-0858 transferred INR 25000 to PERSON-0233 linked to CASE-0694.
TXN-0358,CASE-0917,PERSON-0900,PERSON-0430,BANK-0450,BANK-0430,250000,Synthetic transaction record: PERSON-0900 transferred INR 250000 to PERSON-0430 linked to CASE-0917.
TXN-0359,CASE-0218,PERSON-0922,PERSON-0925,BANK-0022,BANK-0025,25000,Synthetic transaction record: PERSON-0922 transferred INR 25000 to PERSON-0925 linked to CASE-0218.
TXN-0360,CASE-0373,PERSON-0818,PERSON-0294,BANK-0368,BANK-0294,250000,Synthetic transaction record: PERSON-0818 transferred INR 250000 to PERSON-0294 linked to CASE-0373.
TXN-0361,CASE-0031,PERSON-0690,PERSON-0741,BANK-0240,BANK-0291,500000,Synthetic transaction record: PERSON-0690 transferred INR 500000 to PERSON-0741 linked to CASE-0031.
TXN-0362,CASE-1125,PERSON-0376,PERSON-0804,BANK-0376,BANK-0354,75000,Synthetic transaction record: PERSON-0376 transferred INR 75000 to PERSON-0804 linked to CASE-1125.
TXN-0363,CASE-0954,PERSON-0888,PERSON-0994,BANK-0438,BANK-0094,250000,Synthetic transaction record: PERSON-0888 transferred INR 250000 to PERSON-0994 linked to CASE-0954.
TXN-0364,CASE-0065,PERSON-0016,PERSON-0174,BANK-0016,BANK-0174,500000,Synthetic transaction record: PERSON-0016 transferred INR 500000 to PERSON-0174 linked to CASE-0065.
TXN-0365,CASE-0527,PERSON-0686,PERSON-0889,BANK-0236,BANK-0439,75000,Synthetic transaction record: PERSON-0686 transferred INR 75000 to PERSON-0889 linked to CASE-0527.
TXN-0366,CASE-0398,PERSON-0818,PERSON-0787,BANK-0368,BANK-0337,50000,Synthetic transaction record: PERSON-0818 transferred INR 50000 to PERSON-0787 linked to CASE-0398.
TXN-0367,CASE-0437,PERSON-0898,PERSON-0405,BANK-0448,BANK-0405,50000,Synthetic transaction record: PERSON-0898 transferred INR 50000 to PERSON-0405 linked to CASE-0437.
TXN-0368,CASE-0333,PERSON-0994,PERSON-0845,BANK-0094,BANK-0395,25000,Synthetic transaction record: PERSON-0994 transferred INR 25000 to PERSON-0845 linked to CASE-0333.
TXN-0369,CASE-0801,PERSON-0600,PERSON-0039,BANK-0150,BANK-0039,150000,Synthetic transaction record: PERSON-0600 transferred INR 150000 to PERSON-0039 linked to CASE-0801.
TXN-0370,CASE-1234,PERSON-0685,PERSON-0782,BANK-0235,BANK-0332,150000,Synthetic transaction record: PERSON-0685 transferred INR 150000 to PERSON-0782 linked to CASE-1234.
TXN-0371,CASE-1130,PERSON-0361,PERSON-0868,BANK-0361,BANK-0418,150000,Synthetic transaction record: PERSON-0361 transferred INR 150000 to PERSON-0868 linked to CASE-1130.
TXN-0372,CASE-0532,PERSON-0408,PERSON-0683,BANK-0408,BANK-0233,150000,Synthetic transaction record: PERSON-0408 transferred INR 150000 to PERSON-0683 linked to CASE-0532.
TXN-0373,CASE-0041,PERSON-0399,PERSON-0821,BANK-0399,BANK-0371,150000,Synthetic transaction record: PERSON-0399 transferred INR 150000 to PERSON-0821 linked to CASE-0041.
TXN-0374,CASE-0731,PERSON-0068,PERSON-0448,BANK-0068,BANK-0448,250000,Synthetic transaction record: PERSON-0068 transferred INR 250000 to PERSON-0448 linked to CASE-0731.
TXN-0375,CASE-0243,PERSON-0252,PERSON-0592,BANK-0252,BANK-0142,75000,Synthetic transaction record: PERSON-0252 transferred INR 75000 to PERSON-0592 linked to CASE-0243.
TXN-0376,CASE-0291,PERSON-0092,PERSON-0330,BANK-0092,BANK-0330,25000,Synthetic transaction record: PERSON-0092 transferred INR 25000 to PERSON-0330 linked to CASE-0291.
TXN-0377,CASE-0237,PERSON-0859,PERSON-0417,BANK-0409,BANK-0417,75000,Synthetic transaction record: PERSON-0859 transferred INR 75000 to PERSON-0417 linked to CASE-0237.
TXN-0378,CASE-0298,PERSON-0398,PERSON-0075,BANK-0398,BANK-0075,25000,Synthetic transaction record: PERSON-0398 transferred INR 25000 to PERSON-0075 linked to CASE-0298.
TXN-0379,CASE-0984,PERSON-0951,PERSON-0010,BANK-0051,BANK-0010,50000,Synthetic transaction record: PERSON-0951 transferred INR 50000 to PERSON-0010 linked to CASE-0984.
TXN-0380,CASE-0405,PERSON-0373,PERSON-0048,BANK-0373,BANK-0048,500000,Synthetic transaction record: PERSON-0373 transferred INR 500000 to PERSON-0048 linked to CASE-0405.
TXN-0381,CASE-1071,PERSON-0786,PERSON-0265,BANK-0336,BANK-0265,50000,Synthetic transaction record: PERSON-0786 transferred INR 50000 to PERSON-0265 linked to CASE-1071.
TXN-0382,CASE-0578,PERSON-0869,PERSON-0217,BANK-0419,BANK-0217,500000,Synthetic transaction record: PERSON-0869 transferred INR 500000 to PERSON-0217 linked to CASE-0578.
TXN-0383,CASE-0231,PERSON-0635,PERSON-0552,BANK-0185,BANK-0102,50000,Synthetic transaction record: PERSON-0635 transferred INR 50000 to PERSON-0552 linked to CASE-0231.
TXN-0384,CASE-1184,PERSON-0141,PERSON-0296,BANK-0141,BANK-0296,250000,Synthetic transaction record: PERSON-0141 transferred INR 250000 to PERSON-0296 linked to CASE-1184.
TXN-0385,CASE-0600,PERSON-0516,PERSON-0068,BANK-0066,BANK-0068,50000,Synthetic transaction record: PERSON-0516 transferred INR 50000 to PERSON-0068 linked to CASE-0600.
TXN-0386,CASE-0049,PERSON-0011,PERSON-0309,BANK-0011,BANK-0309,25000,Synthetic transaction record: PERSON-0011 transferred INR 25000 to PERSON-0309 linked to CASE-0049.
TXN-0387,CASE-0871,PERSON-0616,PERSON-0829,BANK-0166,BANK-0379,25000,Synthetic transaction record: PERSON-0616 transferred INR 25000 to PERSON-0829 linked to CASE-0871.
TXN-0388,CASE-0032,PERSON-0324,PERSON-0879,BANK-0324,BANK-0429,50000,Synthetic transaction record: PERSON-0324 transferred INR 50000 to PERSON-0879 linked to CASE-0032.
TXN-0389,CASE-0096,PERSON-0151,PERSON-0104,BANK-0151,BANK-0104,75000,Synthetic transaction record: PERSON-0151 transferred INR 75000 to PERSON-0104 linked to CASE-0096.
TXN-0390,CASE-0146,PERSON-0387,PERSON-0488,BANK-0387,BANK-0038,500000,Synthetic transaction record: PERSON-0387 transferred INR 500000 to PERSON-0488 linked to CASE-0146.
TXN-0391,CASE-0747,PERSON-0782,PERSON-0827,BANK-0332,BANK-0377,500000,Synthetic transaction record: PERSON-0782 transferred INR 500000 to PERSON-0827 linked to CASE-0747.
TXN-0392,CASE-1127,PERSON-0398,PERSON-0716,BANK-0398,BANK-0266,75000,Synthetic transaction record: PERSON-0398 transferred INR 75000 to PERSON-0716 linked to CASE-1127.
TXN-0393,CASE-0828,PERSON-0731,PERSON-0814,BANK-0281,BANK-0364,50000,Synthetic transaction record: PERSON-0731 transferred INR 50000 to PERSON-0814 linked to CASE-0828.
TXN-0394,CASE-0474,PERSON-0684,PERSON-0889,BANK-0234,BANK-0439,250000,Synthetic transaction record: PERSON-0684 transferred INR 250000 to PERSON-0889 linked to CASE-0474.
TXN-0395,CASE-0676,PERSON-0239,PERSON-0318,BANK-0239,BANK-0318,250000,Synthetic transaction record: PERSON-0239 transferred INR 250000 to PERSON-0318 linked to CASE-0676.
TXN-0396,CASE-0186,PERSON-0096,PERSON-0004,BANK-0096,BANK-0004,75000,Synthetic transaction record: PERSON-0096 transferred INR 75000 to PERSON-0004 linked to CASE-0186.
TXN-0397,CASE-0035,PERSON-0840,PERSON-0122,BANK-0390,BANK-0122,75000,Synthetic transaction record: PERSON-0840 transferred INR 75000 to PERSON-0122 linked to CASE-0035.
TXN-0398,CASE-1022,PERSON-0431,PERSON-0266,BANK-0431,BANK-0266,50000,Synthetic transaction record: PERSON-0431 transferred INR 50000 to PERSON-0266 linked to CASE-1022.
TXN-0399,CASE-1005,PERSON-0518,PERSON-0840,BANK-0068,BANK-0390,250000,Synthetic transaction record: PERSON-0518 transferred INR 250000 to PERSON-0840 linked to CASE-1005.
TXN-0400,CASE-0870,PERSON-0877,PERSON-0983,BANK-0427,BANK-0083,25000,Synthetic transaction record: PERSON-0877 transferred INR 25000 to PERSON-0983 linked to CASE-0870.
TXN-0401,CASE-0656,PERSON-0484,PERSON-0253,BANK-0034,BANK-0253,250000,Synthetic transaction record: PERSON-0484 transferred INR 250000 to PERSON-0253 linked to CASE-0656.
TXN-0402,CASE-0691,PERSON-0329,PERSON-0763,BANK-0329,BANK-0313,25000,Synthetic transaction record: PERSON-0329 transferred INR 25000 to PERSON-0763 linked to CASE-0691.
TXN-0403,CASE-0281,PERSON-0560,PERSON-0789,BANK-0110,BANK-0339,25000,Synthetic transaction record: PERSON-0560 transferred INR 25000 to PERSON-0789 linked to CASE-0281.
TXN-0404,CASE-0920,PERSON-0930,PERSON-0505,BANK-0030,BANK-0055,75000,Synthetic transaction record: PERSON-0930 transferred INR 75000 to PERSON-0505 linked to CASE-0920.
TXN-0405,CASE-0202,PERSON-0138,PERSON-0240,BANK-0138,BANK-0240,250000,Synthetic transaction record: PERSON-0138 transferred INR 250000 to PERSON-0240 linked to CASE-0202.
TXN-0406,CASE-0763,PERSON-0784,PERSON-0577,BANK-0334,BANK-0127,150000,Synthetic transaction record: PERSON-0784 transferred INR 150000 to PERSON-0577 linked to CASE-0763.
TXN-0407,CASE-1038,PERSON-0101,PERSON-0350,BANK-0101,BANK-0350,75000,Synthetic transaction record: PERSON-0101 transferred INR 75000 to PERSON-0350 linked to CASE-1038.
TXN-0408,CASE-0532,PERSON-0159,PERSON-0386,BANK-0159,BANK-0386,500000,Synthetic transaction record: PERSON-0159 transferred INR 500000 to PERSON-0386 linked to CASE-0532.
TXN-0409,CASE-0094,PERSON-0781,PERSON-0688,BANK-0331,BANK-0238,250000,Synthetic transaction record: PERSON-0781 transferred INR 250000 to PERSON-0688 linked to CASE-0094.
TXN-0410,CASE-0946,PERSON-0165,PERSON-0233,BANK-0165,BANK-0233,500000,Synthetic transaction record: PERSON-0165 transferred INR 500000 to PERSON-0233 linked to CASE-0946.
TXN-0411,CASE-0786,PERSON-0020,PERSON-0158,BANK-0020,BANK-0158,75000,Synthetic transaction record: PERSON-0020 transferred INR 75000 to PERSON-0158 linked to CASE-0786.
TXN-0412,CASE-0600,PERSON-0446,PERSON-0777,BANK-0446,BANK-0327,500000,Synthetic transaction record: PERSON-0446 transferred INR 500000 to PERSON-0777 linked to CASE-0600.
TXN-0413,CASE-0758,PERSON-0791,PERSON-0287,BANK-0341,BANK-0287,150000,Synthetic transaction record: PERSON-0791 transferred INR 150000 to PERSON-0287 linked to CASE-0758.
TXN-0414,CASE-0948,PERSON-0480,PERSON-0145,BANK-0030,BANK-0145,25000,Synthetic transaction record: PERSON-0480 transferred INR 25000 to PERSON-0145 linked to CASE-0948.
TXN-0415,CASE-0734,PERSON-0067,PERSON-0453,BANK-0067,BANK-0003,25000,Synthetic transaction record: PERSON-0067 transferred INR 25000 to PERSON-0453 linked to CASE-0734.
TXN-0416,CASE-0056,PERSON-0472,PERSON-0209,BANK-0022,BANK-0209,25000,Synthetic transaction record: PERSON-0472 transferred INR 25000 to PERSON-0209 linked to CASE-0056.
TXN-0417,CASE-1025,PERSON-0475,PERSON-0126,BANK-0025,BANK-0126,75000,Synthetic transaction record: PERSON-0475 transferred INR 75000 to PERSON-0126 linked to CASE-1025.
TXN-0418,CASE-0787,PERSON-0825,PERSON-0270,BANK-0375,BANK-0270,500000,Synthetic transaction record: PERSON-0825 transferred INR 500000 to PERSON-0270 linked to CASE-0787.
TXN-0419,CASE-0985,PERSON-0545,PERSON-0657,BANK-0095,BANK-0207,50000,Synthetic transaction record: PERSON-0545 transferred INR 50000 to PERSON-0657 linked to CASE-0985.
TXN-0420,CASE-0986,PERSON-0681,PERSON-0741,BANK-0231,BANK-0291,25000,Synthetic transaction record: PERSON-0681 transferred INR 25000 to PERSON-0741 linked to CASE-0986.
TXN-0421,CASE-0444,PERSON-0101,PERSON-0499,BANK-0101,BANK-0049,75000,Synthetic transaction record: PERSON-0101 transferred INR 75000 to PERSON-0499 linked to CASE-0444.
TXN-0422,CASE-0629,PERSON-0234,PERSON-0543,BANK-0234,BANK-0093,25000,Synthetic transaction record: PERSON-0234 transferred INR 25000 to PERSON-0543 linked to CASE-0629.
TXN-0423,CASE-0381,PERSON-0910,PERSON-0453,BANK-0010,BANK-0003,75000,Synthetic transaction record: PERSON-0910 transferred INR 75000 to PERSON-0453 linked to CASE-0381.
TXN-0424,CASE-0150,PERSON-0861,PERSON-0309,BANK-0411,BANK-0309,250000,Synthetic transaction record: PERSON-0861 transferred INR 250000 to PERSON-0309 linked to CASE-0150.
TXN-0425,CASE-0665,PERSON-0723,PERSON-0471,BANK-0273,BANK-0021,500000,Synthetic transaction record: PERSON-0723 transferred INR 500000 to PERSON-0471 linked to CASE-0665.
TXN-0426,CASE-0371,PERSON-0393,PERSON-0052,BANK-0393,BANK-0052,50000,Synthetic transaction record: PERSON-0393 transferred INR 50000 to PERSON-0052 linked to CASE-0371.
TXN-0427,CASE-1153,PERSON-0177,PERSON-0341,BANK-0177,BANK-0341,75000,Synthetic transaction record: PERSON-0177 transferred INR 75000 to PERSON-0341 linked to CASE-1153.
TXN-0428,CASE-0808,PERSON-0702,PERSON-0541,BANK-0252,BANK-0091,150000,Synthetic transaction record: PERSON-0702 transferred INR 150000 to PERSON-0541 linked to CASE-0808.
TXN-0429,CASE-0303,PERSON-0915,PERSON-0462,BANK-0015,BANK-0012,50000,Synthetic transaction record: PERSON-0915 transferred INR 50000 to PERSON-0462 linked to CASE-0303.
TXN-0430,CASE-1137,PERSON-0529,PERSON-0854,BANK-0079,BANK-0404,75000,Synthetic transaction record: PERSON-0529 transferred INR 75000 to PERSON-0854 linked to CASE-1137.
TXN-0431,CASE-0094,PERSON-0460,PERSON-0427,BANK-0010,BANK-0427,150000,Synthetic transaction record: PERSON-0460 transferred INR 150000 to PERSON-0427 linked to CASE-0094.
TXN-0432,CASE-0514,PERSON-0140,PERSON-0011,BANK-0140,BANK-0011,150000,Synthetic transaction record: PERSON-0140 transferred INR 150000 to PERSON-0011 linked to CASE-0514.
TXN-0433,CASE-0773,PERSON-0700,PERSON-0212,BANK-0250,BANK-0212,50000,Synthetic transaction record: PERSON-0700 transferred INR 50000 to PERSON-0212 linked to CASE-0773.
TXN-0434,CASE-0980,PERSON-0969,PERSON-0070,BANK-0069,BANK-0070,500000,Synthetic transaction record: PERSON-0969 transferred INR 500000 to PERSON-0070 linked to CASE-0980.
TXN-0435,CASE-0423,PERSON-0966,PERSON-0347,BANK-0066,BANK-0347,50000,Synthetic transaction record: PERSON-0966 transferred INR 50000 to PERSON-0347 linked to CASE-0423.
TXN-0436,CASE-1124,PERSON-0991,PERSON-0943,BANK-0091,BANK-0043,150000,Synthetic transaction record: PERSON-0991 transferred INR 150000 to PERSON-0943 linked to CASE-1124.
TXN-0437,CASE-0975,PERSON-0428,PERSON-0709,BANK-0428,BANK-0259,50000,Synthetic transaction record: PERSON-0428 transferred INR 50000 to PERSON-0709 linked to CASE-0975.
TXN-0438,CASE-0734,PERSON-0619,PERSON-0129,BANK-0169,BANK-0129,50000,Synthetic transaction record: PERSON-0619 transferred INR 50000 to PERSON-0129 linked to CASE-0734.
TXN-0439,CASE-1084,PERSON-0442,PERSON-0740,BANK-0442,BANK-0290,250000,Synthetic transaction record: PERSON-0442 transferred INR 250000 to PERSON-0740 linked to CASE-1084.
TXN-0440,CASE-0974,PERSON-0622,PERSON-0054,BANK-0172,BANK-0054,150000,Synthetic transaction record: PERSON-0622 transferred INR 150000 to PERSON-0054 linked to CASE-0974.
TXN-0441,CASE-0062,PERSON-0817,PERSON-0270,BANK-0367,BANK-0270,250000,Synthetic transaction record: PERSON-0817 transferred INR 250000 to PERSON-0270 linked to CASE-0062.
TXN-0442,CASE-1072,PERSON-0403,PERSON-0606,BANK-0403,BANK-0156,500000,Synthetic transaction record: PERSON-0403 transferred INR 500000 to PERSON-0606 linked to CASE-1072.
TXN-0443,CASE-0479,PERSON-0181,PERSON-0059,BANK-0181,BANK-0059,500000,Synthetic transaction record: PERSON-0181 transferred INR 500000 to PERSON-0059 linked to CASE-0479.
TXN-0444,CASE-0686,PERSON-0799,PERSON-0380,BANK-0349,BANK-0380,50000,Synthetic transaction record: PERSON-0799 transferred INR 50000 to PERSON-0380 linked to CASE-0686.
