txn_id,case_id,amount,description
ADV-TXN-0490,CASE-0488,95489.62,PERSON-0764 transferred 95489.62 INR to PERSON-0080 for verified supplier invoice.
ADV-TXN-0491,CASE-0182,171465.89,PERSON-0328 transferred 171465.89 INR to PERSON-0172 for verified supplier invoice.
ADV-TXN-0492,CASE-0688,111460.79,PERSON-0687 transferred 111460.79 INR to PERSON-0655 for verified supplier invoice.
ADV-TXN-0493,CASE-0512,150908.17,PERSON-0272 transferred 150908.17 INR to PERSON-0215 for verified supplier invoice.
ADV-TXN-0494,CASE-0222,155266.17,PERSON-0359 transferred 155266.17 INR to PERSON-0263 for verified supplier invoice.
ADV-TXN-0495,CASE-0898,157213.52,PERSON-0050 transferred 157213.52 INR to PERSON-0396 for verified supplier invoice.
ADV-TXN-0496,CASE-0848,118893.12,PERSON-0993 transferred 118893.12 INR to PERSON-0171 for verified supplier invoice.
ADV-TXN-0497,CASE-1119,100055.61,PERSON-0388 transferred 100055.61 INR to PERSON-0360 for verified supplier invoice.
ADV-TXN-0498,CASE-1184,144155.13,PERSON-0849 transferred 144155.13 INR to PERSON-0491 for verified supplier invoice.
ADV-TXN-0499,CASE-0334,112205.99,PERSON-0704 transferred 112205.99 INR to PERSON-0231 for verified supplier invoice.
ADV-TXN-0500,CASE-0069,87185.38,PERSON-0819 transferred 87185.38 INR to PERSON-0867 for verified supplier invoice.
ADV-TXN-0501,CASE-0215,51872.06,PERSON-0327 transferred 51872.06 INR to PERSON-0268 for verified supplier invoice.
ADV-TXN-0502,CASE-0769,65744.72,PERSON-0175 transferred 65744.72 INR to PERSON-0910 for verified supplier invoice.
ADV-TXN-0503,CASE-0191,94072.09,PERSON-0077 transferred 94072.09 INR to PERSON-0561 for verified supplier invoice.
ADV-TXN-0504,CASE-0989,152720.74,PERSON-0629 transferred 152720.74 INR to PERSON-0915 for verified supplier invoice.
ADV-TXN-0505,CASE-0338,137170.82,PERSON-0442 transferred 137170.82 INR to PERSON-0966 for verified supplier invoice.
ADV-TXN-0506,CASE-0110,56201.25,PERSON-0445 transferred 56201.25 INR to PERSON-0161 for verified supplier invoice.
ADV-TXN-0507,CASE-0390,105484.78,PERSON-0211 transferred 105484.78 INR to PERSON-0998 for verified supplier invoice.
ADV-TXN-0508,CASE-1107,82442.36,PERSON-0568 transferred 82442.36 INR to PERSON-0740 for verified supplier invoice.
ADV-TXN-0509,CASE-0487,55346.55,PERSON-0289 transferred 55346.55 INR to PERSON-0305 for verified supplier invoice.
ADV-TXN-0510,CASE-1126,174376.72,PERSON-0403 transferred 174376.72 INR to PERSON-0586 for verified supplier invoice.
ADV-TXN-0511,CASE-0739,40610.49,PERSON-0158 transferred 40610.49 INR to PERSON-0056 for verified supplier invoice.
ADV-TXN-0512,CASE-1230,116852.54,PERSON-0090 transferred 116852.54 INR to PERSON-0302 for verified supplier invoice.
ADV-TXN-0513,CASE-0424,67333.15,PERSON-0100 transferred 67333.15 INR to PERSON-0027 for verified supplier invoice.
ADV-TXN-0514,CASE-0970,175003.05,PERSON-0299 transferred 175003.05 INR to PERSON-0084 for verified supplier invoice.
ADV-TXN-0515,CASE-0815,115351.11,PERSON-0316 transferred 115351.11 INR to PERSON-0804 for verified supplier invoice.
ADV-TXN-0516,CASE-0543,54581.9,PERSON-0917 transferred 54581.9 INR to PERSON-0677 for verified supplier invoice.
ADV-TXN-0517,CASE-0379,99363.28,PERSON-0558 transferred 99363.28 INR to PERSON-0397 for verified supplier invoice.
ADV-TXN-0518,CASE-0383,111324.04,PERSON-0391 transferred 111324.04 INR to PERSON-0379 for verified supplier invoice.
ADV-TXN-0519,CASE-0953,82144.13,PERSON-0270 transferred 82144.13 INR to PERSON-0451 for verified supplier invoice.
ADV-TXN-0520,CASE-1156,49862.3,PERSON-0858 transferred 49862.3 INR to PERSON-0276 for verified supplier invoice.
ADV-TXN-0521,CASE-0199,53713.17,PERSON-0771 transferred 53713.17 INR to PERSON-0714 for verified supplier invoice.
ADV-TXN-0522,CASE-1109,106237.86,PERSON-0353 transferred 106237.86 INR to PERSON-0828 for verified supplier invoice.
ADV-TXN-0523,CASE-0466,128576.3,PERSON-0775 transferred 128576.3 INR to PERSON-0604 for verified supplier invoice.
ADV-TXN-0524,CASE-1071,106981.13,PERSON-0861 transferred 106981.13 INR to PERSON-0397 for verified supplier invoice.
ADV-TXN-0525,CASE-0973,131634.29,PERSON-0549 transferred 131634.29 INR to PERSON-0704 for verified supplier invoice.
ADV-TXN-0526,CASE-0776,350.0,PERSON-0229 transferred 350.0 INR to PERSON-0564 for taxi booking.
ADV-TXN-0527,CASE-0482,350.0,PERSON-0413 transferred 350.0 INR to PERSON-0837 for taxi booking.
ADV-TXN-0528,CASE-0910,350.0,PERSON-0081 transferred 350.0 INR to PERSON-0471 for taxi booking.
ADV-TXN-0529,CASE-0918,350.0,PERSON-0821 transferred 350.0 INR to PERSON-0587 for taxi booking.
ADV-TXN-0530,CASE-1021,350.0,PERSON-0091 transferred 350.0 INR to PERSON-0878 for taxi booking.
ADV-TXN-0531,CASE-0244,350.0,PERSON-0458 transferred 350.0 INR to PERSON-0324 for taxi booking.
ADV-TXN-0532,CASE-0037,350.0,PERSON-0510 transferred 350.0 INR to PERSON-0764 for taxi booking.
ADV-TXN-0533,CASE-0845,350.0,PERSON-0106 transferred 350.0 INR to PERSON-0414 for taxi booking.
ADV-TXN-0534,CASE-1125,350.0,PERSON-0037 transferred 350.0 INR to PERSON-0571 for taxi booking.
ADV-TXN-0535,CASE-0187,350.0,PERSON-0001 transferred 350.0 INR to PERSON-0846 for taxi booking.
ADV-TXN-0536,CASE-0624,350.0,PERSON-0811 transferred 350.0 INR to PERSON-0619 for taxi booking.
ADV-TXN-0537,CASE-1152,350.0,PERSON-0912 transferred 350.0 INR to PERSON-0521 for taxi booking.
ADV-TXN-0538,CASE-0935,350.0,PERSON-0212 transferred 350.0 INR to PERSON-0671 for taxi booking.
ADV-TXN-0539,CASE-0745,350.0,PERSON-0974 transferred 350.0 INR to PERSON-0350 for taxi booking.
ADV-TXN-0540,CASE-0457,350.0,PERSON-0846 transferred 350.0 INR to PERSON-0056 for taxi booking.
ADV-TXN-0541,CASE-0680,350.0,PERSON-0865 transferred 350.0 INR to PERSON-0466 for taxi booking.
ADV-TXN-0542,CASE-1229,350.0,PERSON-0574 transferred 350.0 INR to PERSON-0786 for taxi booking.
ADV-TXN-0543,CASE-0745,350.0,PERSON-0485 transferred 350.0 INR to PERSON-0734 for taxi booking.
ADV-TXN-0544,CASE-0234,350.0,PERSON-0734 transferred 350.0 INR to PERSON-0464 for taxi booking.
ADV-TXN-0545,CASE-0455,350.0,PERSON-0100 transferred 350.0 INR to PERSON-0778 for taxi booking.
ADV-TXN-0546,CASE-0728,350.0,PERSON-0003 transferred 350.0 INR to PERSON-0350 for taxi booking.
ADV-TXN-0547,CASE-0598,350.0,PERSON-0850 transferred 350.0 INR to PERSON-0649 for taxi booking.
ADV-TXN-0548,CASE-0766,350.0,PERSON-0561 transferred 350.0 INR to PERSON-0535 for taxi booking.
ADV-TXN-0549,CASE-0094,350.0,PERSON-0719 transferred 350.0 INR to PERSON-0109 for taxi booking.
ADV-TXN-0550,CASE-1009,350.0,PERSON-0919 transferred 350.0 INR to PERSON-0169 for taxi booking.
ADV-TXN-0551,CASE-0839,350.0,PERSON-0144 transferred 350.0 INR to PERSON-0842 for taxi booking.
ADV-TXN-0552,CASE-0402,350.0,PERSON-0110 transferred 350.0 INR to PERSON-0261 for taxi booking.
ADV-TXN-0553,CASE-0805,350.0,PERSON-0193 transferred 350.0 INR to PERSON-0124 for taxi booking.
ADV-TXN-0554,CASE-0391,350.0,PERSON-0221 transferred 350.0 INR to PERSON-0469 for taxi booking.
ADV-TXN-0555,CASE-0221,350.0,PERSON-0734 transferred 350.0 INR to PERSON-0347 for taxi booking.
ADV-TXN-0556,CASE-0096,350.0,PERSON-0776 transferred 350.0 INR to PERSON-0425 for taxi booking.
ADV-TXN-0557,CASE-1206,350.0,PERSON-0949 transferred 350.0 INR to PERSON-0649 for taxi booking.
ADV-TXN-0558,CASE-0923,350.0,PERSON-0127 transferred 350.0 INR to PERSON-0791 for taxi booking.
ADV-TXN-0559,CASE-1207,350.0,PERSON-0469 transferred 350.0 INR to PERSON-0675 for taxi booking.
ADV-TXN-0560,CASE-0276,350.0,PERSON-0980 transferred 350.0 INR to PERSON-0517 for taxi booking.
ADV-TXN-0561,CASE-0009,350.0,PERSON-0987 transferred 350.0 INR to PERSON-0511 for taxi booking.
ADV-TXN-0562,CASE-0100,350.0,PERSON-0544 transferred 350.0 INR to PERSON-0754 for taxi booking.
ADV-TXN-0563,CASE-0887,350.0,PERSON-0567 transferred 350.0 INR to PERSON-0958 for taxi booking.
ADV-TXN-0564,CASE-0990,350.0,PERSON-0859 transferred 350.0 INR to PERSON-0600 for taxi booking.
ADV-TXN-0565,CASE-0363,350.0,PERSON-0947 transferred 350.0 INR to PERSON-0521 for taxi booking.
ADV-TXN-0566,CASE-0356,350.0,PERSON-0709 transferred 350.0 INR to PERSON-0593 for taxi booking.
ADV-TXN-0567,CASE-0263,350.0,PERSON-0749 transferred 350.0 INR to PERSON-0835 for taxi booking.
ADV-TXN-0568,CASE-1230,350.0,PERSON-0107 transferred 350.0 INR to PERSON-0397 for taxi booking.
ADV-TXN-0569,CASE-0660,350.0,PERSON-0621 transferred 350.0 INR to PERSON-0904 for taxi booking.
ADV-TXN-0570,CASE-0788,350.0,PERSON-0517 transferred 350.0 INR to PERSON-0903 for taxi booking.
ADV-TXN-0571,CASE-0509,350.0,PERSON-0429 transferred 350.0 INR to PERSON-0624 for taxi booking.
ADV-TXN-0572,CASE-0703,350.0,PERSON-0281 transferred 350.0 INR to PERSON-0408 for taxi booking.
ADV-TXN-0573,CASE-0928,350.0,PERSON-0994 transferred 350.0 INR to PERSON-0302 for taxi booking.
ADV-TXN-0574,CASE-0283,350.0,PERSON-0825 transferred 350.0 INR to PERSON-0137 for taxi booking.
ADV-TXN-0575,CASE-1050,350.0,PERSON-0423 transferred 350.0 INR to PERSON-0617 for taxi booking.
ADV-TXN-0576,CASE-1122,350.0,PERSON-0307 transferred 350.0 INR to PERSON-0864 for taxi booking.
ADV-TXN-0577,CASE-1134,350.0,PERSON-0882 transferred 350.0 INR to PERSON-0322 for taxi booking.
ADV-TXN-0578,CASE-0412,350.0,PERSON-0648 transferred 350.0 INR to PERSON-0223 for taxi booking.
ADV-TXN-0579,CASE-0596,350.0,PERSON-0215 transferred 350.0 INR to PERSON-0640 for taxi booking.
ADV-TXN-0580,CASE-0272,350.0,PERSON-0704 transferred 350.0 INR to PERSON-0354 for taxi booking.
ADV-TXN-0581,CASE-0365,350.0,PERSON-0728 transferred 350.0 INR to PERSON-0666 for taxi booking.
ADV-TXN-0582,CASE-0661,350.0,PERSON-0516 transferred 350.0 INR to PERSON-0556 for taxi booking.
ADV-TXN-0583,CASE-0722,350.0,PERSON-0728 transferred 350.0 INR to PERSON-0119 for taxi booking.
ADV-TXN-0584,CASE-1194,350.0,PERSON-0576 transferred 350.0 INR to PERSON-0492 for taxi booking.
ADV-TXN-0585,CASE-0855,350.0,PERSON-0585 transferred 350.0 INR to PERSON-0966 for taxi booking.
ADV-TXN-0586,CASE-1094,350.0,PERSON-0691 transferred 350.0 INR to PERSON-0766 for taxi booking.
ADV-TXN-0587,CASE-0866,350.0,PERSON-0293 transferred 350.0 INR to PERSON-0899 for taxi booking.
ADV-TXN-0588,CASE-1071,350.0,PERSON-0828 transferred 350.0 INR to PERSON-0014 for taxi booking.
ADV-TXN-0589,CASE-0781,350.0,PERSON-0110 transferred 350.0 INR to PERSON-0026 for taxi booking.
ADV-TXN-0590,CASE-0116,350.0,PERSON-0149 transferred 350.0 INR to PERSON-0055 for taxi booking.
ADV-TXN-0591,CASE-0330,350.0,PERSON-0205 transferred 350.0 INR to PERSON-0274 for taxi booking.
ADV-TXN-0592,CASE-0514,350.0,PERSON-0294 transferred 350.0 INR to PERSON-0700 for taxi booking.
ADV-TXN-0593,CASE-0128,350.0,PERSON-0150 transferred 350.0 INR to PERSON-0860 for taxi booking.
ADV-TXN-0594,CASE-0605,350.0,PERSON-0708 transferred 350.0 INR to PERSON-0804 for taxi booking.
ADV-TXN-0595,CASE-1109,350.0,PERSON-0209 transferred 350.0 INR to PERSON-0772 for taxi booking.
ADV-TXN-0596,CASE-0927,350.0,PERSON-0034 transferred 350.0 INR to PERSON-0368 for taxi booking.
ADV-TXN-0597,CASE-1151,350.0,PERSON-0105 transferred 350.0 INR to PERSON-0631 for taxi booking.
ADV-TXN-0598,CASE-1150,350.0,PERSON-0886 transferred 350.0 INR to PERSON-0230 for taxi booking.
ADV-TXN-0599,CASE-1047,350.0,PERSON-0399 transferred 350.0 INR to PERSON-0244 for taxi booking.
ADV-TXN-0600,CASE-0590,350.0,PERSON-0804 transferred 350.0 INR to PERSON-0816 for taxi booking.
ADV-TXN-0601,CASE-0097,350.0,PERSON-0710 transferred 350.0 INR to PERSON-0681 for taxi booking.
ADV-TXN-0602,CASE-0794,350.0,PERSON-0949 transferred 350.0 INR to PERSON-0391 for taxi booking.
ADV-TXN-0603,CASE-0641,350.0,PERSON-0427 transferred 350.0 INR to PERSON-0980 for taxi booking.
ADV-TXN-0604,CASE-0111,350.0,PERSON-0990 transferred 350.0 INR to PERSON-0566 for taxi booking.
ADV-TXN-0605,CASE-0515,350.0,PERSON-0014 transferred 350.0 INR to PERSON-0762 for taxi booking.
ADV-TXN-0606,CASE-0908,350.0,PERSON-0208 transferred 350.0 INR to PERSON-0636 for taxi booking.
ADV-TXN-0607,CASE-0754,350.0,PERSON-0850 transferred 350.0 INR to PERSON-0231 for taxi booking.
ADV-TXN-0608,CASE-1120,350.0,PERSON-0774 transferred 350.0 INR to PERSON-0603 for taxi booking.
ADV-TXN-0609,CASE-0403,350.0,PERSON-0757 transferred 350.0 INR to PERSON-0618 for taxi booking.
ADV-TXN-0610,CASE-0397,350.0,PERSON-0795 transferred 350.0 INR to PERSON-0743 for taxi booking.
ADV-TXN-0611,CASE-0364,350.0,PERSON-0302 transferred 350.0 INR to PERSON-0460 for taxi booking.
ADV-TXN-0612,CASE-0383,350.0,PERSON-0700 transferred 350.0 INR to PERSON-0077 for taxi booking.
ADV-TXN-0613,CASE-1053,350.0,PERSON-0986 transferred 350.0 INR to PERSON-0178 for taxi booking.
ADV-TXN-0614,CASE-0084,350.0,PERSON-0123 transferred 350.0 INR to PERSON-0387 for taxi booking.
ADV-TXN-0615,CASE-1140,350.0,PERSON-0439 transferred 350.0 INR to PERSON-0286 for taxi booking.
ADV-TXN-0616,CASE-0330,350.0,PERSON-0271 transferred 350.0 INR to PERSON-0134 for taxi booking.
ADV-TXN-0617,CASE-0523,350.0,PERSON-0599 transferred 350.0 INR to PERSON-0867 for taxi booking.
ADV-TXN-0618,CASE-0956,350.0,PERSON-0006 transferred 350.0 INR to PERSON-0339 for taxi booking.
ADV-TXN-0619,CASE-0318,350.0,PERSON-0727 transferred 350.0 INR to PERSON-0960 for taxi booking.
ADV-TXN-0620,CASE-0661,350.0,PERSON-0041 transferred 350.0 INR to PERSON-0158 for taxi booking.
ADV-TXN-0621,CASE-0617,350.0,PERSON-0612 transferred 350.0 INR to PERSON-0053 for taxi booking.
ADV-TXN-0622,CASE-1173,350.0,PERSON-0503 transferred 350.0 INR to PERSON-0809 for taxi booking.
ADV-TXN-0623,CASE-0150,350.0,PERSON-0564 transferred 350.0 INR to PERSON-0367 for taxi booking.
ADV-TXN-0624,CASE-0651,350.0,PERSON-0803 transferred 350.0 INR to PERSON-0725 for taxi booking.
ADV-TXN-0625,CASE-0377,350.0,PERSON-0539 transferred 350.0 INR to PERSON-0226 for taxi booking.
ADV-TXN-0626,CASE-1035,350.0,PERSON-0534 transferred 350.0 INR to PERSON-0070 for taxi booking.
ADV-TXN-0627,CASE-1113,350.0,PERSON-0164 transferred 350.0 INR to PERSON-0426 for taxi booking.
ADV-TXN-0628,CASE-0189,350.0,PERSON-0550 transferred 350.0 INR to PERSON-0414 for taxi booking.
ADV-TXN-0629,CASE-0437,350.0,PERSON-0358 transferred 350.0 INR to PERSON-0227 for taxi booking.
ADV-TXN-0630,CASE-0679,350.0,PERSON-0680 transferred 350.0 INR to PERSON-0340 for taxi booking.
ADV-TXN-0631,CASE-0448,350.0,PERSON-0370 transferred 350.0 INR to PERSON-0301 for taxi booking.
ADV-TXN-0632,CASE-1087,350.0,PERSON-0974 transferred 350.0 INR to PERSON-0771 for taxi booking.
ADV-TXN-0633,CASE-0019,350.0,PERSON-0487 transferred 350.0 INR to PERSON-0575 for taxi booking.
ADV-TXN-0634,CASE-0709,350.0,PERSON-0118 transferred 350.0 INR to PERSON-0685 for taxi booking.
ADV-TXN-0635,CASE-0500,350.0,PERSON-0457 transferred 350.0 INR to PERSON-0247 for taxi booking.
ADV-TXN-0636,CASE-0658,350.0,PERSON-0982 transferred 350.0 INR to PERSON-0041 for taxi booking.
ADV-TXN-0637,CASE-0233,350.0,PERSON-0391 transferred 350.0 INR to PERSON-0938 for taxi booking.
ADV-TXN-0638,CASE-1107,350.0,PERSON-0396 transferred 350.0 INR to PERSON-0263 for taxi booking.
ADV-TXN-0639,CASE-0051,350.0,PERSON-0742 transferred 350.0 INR to PERSON-0290 for taxi booking.
ADV-TXN-0640,CASE-0768,350.0,PERSON-0934 transferred 350.0 INR to PERSON-0530 for taxi booking.
ADV-TXN-0641,CASE-1042,350.0,PERSON-0527 transferred 350.0 INR to PERSON-0823 for taxi booking.
ADV-TXN-0642,CASE-0090,350.0,PERSON-0457 transferred 350.0 INR to PERSON-0499 for taxi booking.
ADV-TXN-0643,CASE-0395,350.0,PERSON-0304 transferred 350.0 INR to PERSON-0920 for taxi booking.
ADV-TXN-0644,CASE-0169,350.0,PERSON-0329 transferred 350.0 INR to PERSON-0527 for taxi booking.
ADV-TXN-0645,CASE-0343,350.0,PERSON-0971 transferred 350.0 INR to PERSON-0099 for taxi booking.
ADV-TXN-0646,CASE-1102,350.0,PERSON-0995 transferred 350.0 INR to PERSON-0980 for taxi booking.
ADV-TXN-0647,CASE-0135,350.0,PERSON-0547 transferred 350.0 INR to PERSON-0008 for taxi booking.
ADV-TXN-0648,CASE-0437,350.0,PERSON-0216 transferred 350.0 INR to PERSON-0687 for taxi booking.
ADV-TXN-0649,CASE-0869,350.0,PERSON-0886 transferred 350.0 INR to PERSON-0702 for taxi booking.
ADV-TXN-0650,CASE-0422,350.0,PERSON-0856 transferred 350.0 INR to PERSON-0107 for taxi booking.
ADV-TXN-0651,CASE-0892,350.0,PERSON-0551 transferred 350.0 INR to PERSON-0849 for taxi booking.
ADV-TXN-0652,CASE-0148,350.0,PERSON-0663 transferred 350.0 INR to PERSON-0837 for taxi booking.
ADV-TXN-0653,CASE-0315,350.0,PERSON-0765 transferred 350.0 INR to PERSON-0703 for taxi booking.
ADV-TXN-0654,CASE-0680,350.0,PERSON-0025 transferred 350.0 INR to PERSON-0471 for taxi booking.
ADV-TXN-0655,CASE-0151,350.0,PERSON-0039 transferred 350.0 INR to PERSON-0090 for taxi booking.
ADV-TXN-0656,CASE-0516,350.0,PERSON-0056 transferred 350.0 INR to PERSON-0183 for taxi booking.
ADV-TXN-0657,CASE-1178,350.0,PERSON-0572 transferred 350.0 INR to PERSON-0073 for taxi booking.
ADV-TXN-0658,CASE-0530,350.0,PERSON-0842 transferred 350.0 INR to PERSON-0234 for taxi booking.
ADV-TXN-0659,CASE-0924,350.0,PERSON-0418 transferred 350.0 INR to PERSON-0398 for taxi booking.
ADV-TXN-0660,CASE-0887,350.0,PERSON-0646 transferred 350.0 INR to PERSON-0415 for taxi booking.
